File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/164.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	Auto 2
Injection Number	27
Position	3
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Unknown
Status	Finished
Injection Date	3/10/2023
Injection Time	4:00:30 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000530
Time Max. (min)	8.022197
Data Points	9627
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.471615
Signal Max.	65,140.120443
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
4.085530	0.05	104.475130
4.086364	0.05	104.473307
4.087197	0.05	104.462109
4.088030	0.05	104.462891
4.088864	0.05	104.466927
4.089697	0.05	104.466797
4.090530	0.05	104.447005
4.091364	0.05	104.423438
4.092197	0.05	104.401042
4.093030	0.05	104.404818
4.093864	0.05	104.422005
4.094697	0.05	104.464714
4.095530	0.05	104.505990
4.096364	0.05	104.545833
4.097197	0.05	104.564844
4.098030	0.05	104.551953
4.098864	0.05	104.535286
4.099697	0.05	104.524870
4.100530	0.05	104.526823
4.101364	0.05	104.488932
4.102197	0.05	104.457943
4.103030	0.05	104.441797
4.103864	0.05	104.449740
4.104697	0.05	104.450260
4.105530	0.05	104.455078
4.106364	0.05	104.477214
4.107197	0.05	104.490885
4.108030	0.05	104.498568
4.108864	0.05	104.488411
4.109697	0.05	104.485286
4.110530	0.05	104.467448
4.111364	0.05	104.477604
4.112197	0.05	104.507422
4.113030	0.05	104.543620
4.113864	0.05	104.558854
4.114697	0.05	104.537370
4.115530	0.05	104.504427
4.116364	0.05	104.507031
4.117197	0.05	104.526172
4.118030	0.05	104.548307
4.118864	0.05	104.530729
4.119697	0.05	104.520182
4.120530	0.05	104.523958
4.121364	0.05	104.540885
4.122197	0.05	104.550391
4.123030	0.05	104.545313
4.123864	0.05	104.548568
4.124697	0.05	104.588542
4.125530	0.05	104.619010
4.126364	0.05	104.639583
4.127197	0.05	104.643490
4.128030	0.05	104.658073
4.128864	0.05	104.701302
4.129697	0.05	104.751432
4.130530	0.05	104.816927
4.131364	0.05	104.889193
4.132197	0.05	104.958594
4.133030	0.05	105.026953
4.133864	0.05	105.092578
4.134697	0.05	105.146094
4.135530	0.05	105.228516
4.136364	0.05	105.303255
4.137197	0.05	105.402083
4.138030	0.05	105.494661
4.138864	0.05	105.584245
4.139697	0.05	105.661979
4.140530	0.05	105.742318
4.141364	0.05	105.803646
4.142197	0.05	105.840234
4.143030	0.05	105.861328
4.143864	0.05	105.904818
4.144697	0.05	105.945443
4.145530	0.05	105.965365
4.146364	0.05	105.957161
4.147197	0.05	105.953255
4.148030	0.05	105.958724
4.148864	0.05	105.939714
4.149697	0.05	105.918620
4.150530	0.05	105.884896
4.151364	0.05	105.890234
4.152197	0.05	105.906771
4.153030	0.05	105.899479
4.153864	0.05	105.862891
4.154697	0.05	105.831120
4.155530	0.05	105.834115
4.156364	0.05	105.840495
4.157197	0.05	105.849089
4.158030	0.05	105.866927
4.158864	0.05	105.887370
4.159697	0.05	105.909766
4.160530	0.05	105.938411
4.161364	0.05	105.988542
4.162197	0.05	106.041667
4.163030	0.05	106.094141
4.163864	0.05	106.141536
4.164697	0.05	106.204688
4.165530	0.05	106.307161
4.166364	0.05	106.438281
4.167197	0.05	106.559375
4.168030	0.05	106.633203
4.168864	0.05	106.660938
4.169697	0.05	106.679036
4.170530	0.05	106.668099
4.171364	0.05	106.664714
4.172197	0.05	106.638021
4.173030	0.05	106.615755
4.173864	0.05	106.583464
4.174697	0.05	106.522135
4.175530	0.05	106.426953
4.176364	0.05	106.290885
4.177197	0.05	106.159505
4.178030	0.05	106.007422
4.178864	0.05	105.833854
4.179697	0.05	105.650521
4.180530	0.05	105.488151
4.181364	0.05	105.343359
4.182197	0.05	105.176563
4.183030	0.05	104.983724
4.183864	0.05	104.798828
4.184697	0.05	104.666927
4.185530	0.05	104.569661
4.186364	0.05	104.496615
4.187197	0.05	104.431380
4.188030	0.05	104.366276
4.188864	0.05	104.291536
4.189697	0.05	104.201172
4.190530	0.05	104.152083
4.191364	0.05	104.115365
4.192197	0.05	104.084635
4.193030	0.05	104.009375
4.193864	0.05	103.944661
4.194697	0.05	103.863802
4.195530	0.05	103.784505
4.196364	0.05	103.717578
4.197197	0.05	103.704688
4.198030	0.05	103.718880
4.198864	0.05	103.725391
4.199697	0.05	103.718880
4.200530	0.05	103.723828
4.201364	0.05	103.722005
4.202197	0.05	103.712240
4.203030	0.05	103.708203
4.203864	0.05	103.695573
4.204697	0.05	103.657682
4.205530	0.05	103.622526
4.206364	0.05	103.629036
4.207197	0.05	103.648307
4.208030	0.05	103.658984
4.208864	0.05	103.637500
4.209697	0.05	103.597917
4.210530	0.05	103.548828
4.211364	0.05	103.509635
4.212197	0.05	103.503255
4.213030	0.05	103.518229
4.213864	0.05	103.530990
4.214697	0.05	103.543490
4.215530	0.05	103.525911
4.216364	0.05	103.515234
4.217197	0.05	103.493880
4.218030	0.05	103.475130
4.218864	0.05	103.453385
4.219697	0.05	103.451172
4.220530	0.05	103.445703
4.221364	0.05	103.430469
4.222197	0.05	103.400651
4.223030	0.05	103.364844
4.223864	0.05	103.331380
4.224697	0.05	103.289063
4.225530	0.05	103.258333
4.226364	0.05	103.230339
4.227197	0.05	103.231771
4.228030	0.05	103.251823
4.228864	0.05	103.268620
4.229697	0.05	103.268880
4.230530	0.05	103.263021
4.231364	0.05	103.257161
4.232197	0.05	103.255469
4.233030	0.05	103.259115
4.233864	0.05	103.254036
4.234697	0.05	103.257422
4.235530	0.05	103.261589
4.236364	0.05	103.285938
4.237197	0.05	103.295443
4.238030	0.05	103.291016
4.238864	0.05	103.281510
4.239697	0.05	103.275781
4.240530	0.05	103.298438
4.241364	0.05	103.319661
4.242197	0.05	103.323438
4.243030	0.05	103.302734
4.243864	0.05	103.304427
4.244697	0.05	103.321094
4.245530	0.05	103.331120
4.246364	0.05	103.319792
4.247197	0.05	103.308724
4.248030	0.05	103.301953
4.248864	0.05	103.313021
4.249697	0.05	103.336719
4.250530	0.05	103.372917
4.251364	0.05	103.379036
4.252197	0.05	103.350651
4.253030	0.05	103.314714
4.253864	0.05	103.300391
4.254697	0.05	103.314453
4.255530	0.05	103.334245
4.256364	0.05	103.355859
4.257197	0.05	103.384505
4.258030	0.05	103.396354
4.258864	0.05	103.388802
4.259697	0.05	103.357552
4.260530	0.05	103.343490
4.261364	0.05	103.330339
4.262197	0.05	103.327865
4.263030	0.05	103.324870
4.263864	0.05	103.323568
4.264697	0.05	103.314063
4.265530	0.05	103.281250
4.266364	0.05	103.249609
4.267197	0.05	103.230599
4.268030	0.05	103.231771
4.268864	0.05	103.215234
4.269697	0.05	103.179297
4.270530	0.05	103.126042
4.271364	0.05	103.108073
4.272197	0.05	103.119401
4.273030	0.05	103.144271
4.273864	0.05	103.141927
4.274697	0.05	103.117578
4.275530	0.05	103.083984
4.276364	0.05	103.061328
4.277197	0.05	103.052995
4.278030	0.05	103.061458
4.278864	0.05	103.078516
4.279697	0.05	103.103255
4.280530	0.05	103.133464
4.281364	0.05	103.150651
4.282197	0.05	103.129688
4.283030	0.05	103.078255
4.283864	0.05	103.051172
4.284697	0.05	103.036458
4.285530	0.05	103.023047
4.286364	0.05	102.994010
4.287197	0.05	103.002474
4.288030	0.05	103.006380
4.288864	0.05	102.995573
4.289697	0.05	102.971875
4.290530	0.05	102.989453
4.291364	0.05	103.005990
4.292197	0.05	103.014323
4.293030	0.05	102.984896
4.293864	0.05	102.965495
4.294697	0.05	102.955078
4.295530	0.05	102.984635
4.296364	0.05	103.001563
4.297197	0.05	102.988151
4.298030	0.05	102.952734
4.298864	0.05	102.919271
4.299697	0.05	102.891797
4.300530	0.05	102.871745
4.301364	0.05	102.863672
4.302197	0.05	102.850651
4.303030	0.05	102.823828
4.303864	0.05	102.803906
4.304697	0.05	102.784896
4.305530	0.05	102.752995
4.306364	0.05	102.707943
4.307197	0.05	102.673307
4.308030	0.05	102.658984
4.308864	0.05	102.644010
4.309697	0.05	102.618229
4.310530	0.05	102.581641
4.311364	0.05	102.550911
4.312197	0.05	102.535026
4.313030	0.05	102.533203
4.313864	0.05	102.532682
4.314697	0.05	102.524740
4.315530	0.05	102.513021
4.316364	0.05	102.516016
4.317197	0.05	102.510156
4.318030	0.05	102.508984
4.318864	0.05	102.491797
4.319697	0.05	102.488021
4.320530	0.05	102.477995
4.321364	0.05	102.445573
4.322197	0.05	102.400781
4.323030	0.05	102.386979
4.323864	0.05	102.407682
4.324697	0.05	102.420573
4.325530	0.05	102.398698
4.326364	0.05	102.361979
4.327197	0.05	102.362630
4.328030	0.05	102.373698
4.328864	0.05	102.399609
4.329697	0.05	102.407422
4.330530	0.05	102.415365
4.331364	0.05	102.441536
4.332197	0.05	102.484245
4.333030	0.05	102.506380
4.333864	0.05	102.506250
4.334697	0.05	102.521224
4.335530	0.05	102.577995
4.336364	0.05	102.656250
4.337197	0.05	102.715625
4.338030	0.05	102.786328
4.338864	0.05	102.853516
4.339697	0.05	102.933724
4.340530	0.05	102.992057
4.341364	0.05	103.060938
4.342197	0.05	103.143359
4.343030	0.05	103.244661
4.343864	0.05	103.344661
4.344697	0.05	103.453776
4.345530	0.05	103.569010
4.346364	0.05	103.709766
4.347197	0.05	103.856380
4.348030	0.05	104.000651
4.348864	0.05	104.129297
4.349697	0.05	104.239323
4.350530	0.05	104.344141
4.351364	0.05	104.429427
4.352197	0.05	104.526693
4.353030	0.05	104.632161
4.353864	0.05	104.717708
4.354697	0.05	104.775000
4.355530	0.05	104.795833
4.356364	0.05	104.813542
4.357197	0.05	104.820703
4.358030	0.05	104.821484
4.358864	0.05	104.825781
4.359697	0.05	104.808333
4.360530	0.05	104.765234
4.361364	0.05	104.700781
4.362197	0.05	104.628255
4.363030	0.05	104.565104
4.363864	0.05	104.496484
4.364697	0.05	104.404818
4.365530	0.05	104.295964
4.366364	0.05	104.189063
4.367197	0.05	104.071094
4.368030	0.05	103.984245
4.368864	0.05	103.919922
4.369697	0.05	103.883203
4.370530	0.05	103.814974
4.371364	0.05	103.700260
4.372197	0.05	103.578255
4.373030	0.05	103.475391
4.373864	0.05	103.383203
4.374697	0.05	103.314323
4.375530	0.05	103.264714
4.376364	0.05	103.223177
4.377197	0.05	103.177083
4.378030	0.05	103.099219
4.378864	0.05	103.024219
4.379697	0.05	102.951563
4.380530	0.05	102.893490
4.381364	0.05	102.848438
4.382197	0.05	102.802344
4.383030	0.05	102.765234
4.383864	0.05	102.737891
4.384697	0.05	102.727214
4.385530	0.05	102.715755
4.386364	0.05	102.683203
4.387197	0.05	102.645313
4.388030	0.05	102.589974
4.388864	0.05	102.550781
4.389697	0.05	102.507943
4.390530	0.05	102.479948
4.391364	0.05	102.448828
4.392197	0.05	102.413802
4.393030	0.05	102.391536
4.393864	0.05	102.351693
4.394697	0.05	102.333984
4.395530	0.05	102.304818
4.396364	0.05	102.280208
4.397197	0.05	102.235677
4.398030	0.05	102.197526
4.398864	0.05	102.191406
4.399697	0.05	102.190495
4.400530	0.05	102.193229
4.401364	0.05	102.204297
4.402197	0.05	102.202214
4.403030	0.05	102.179036
4.403864	0.05	102.121094
4.404697	0.05	102.090365
4.405530	0.05	102.084505
4.406364	0.05	102.095443
4.407197	0.05	102.095182
4.408030	0.05	102.094531
4.408864	0.05	102.087370
4.409697	0.05	102.062500
4.410530	0.05	102.008073
4.411364	0.05	101.959245
4.412197	0.05	101.935156
4.413030	0.05	101.944010
4.413864	0.05	101.947005
4.414697	0.05	101.927734
4.415530	0.05	101.895833
4.416364	0.05	101.865755
4.417197	0.05	101.866536
4.418030	0.05	101.877474
4.418864	0.05	101.887370
4.419697	0.05	101.879167
4.420530	0.05	101.861458
4.421364	0.05	101.859375
4.422197	0.05	101.854557
4.423030	0.05	101.848047
4.423864	0.05	101.841927
4.424697	0.05	101.845443
4.425530	0.05	101.838802
4.426364	0.05	101.833073
4.427197	0.05	101.842448
4.428030	0.05	101.863932
4.428864	0.05	101.869271
4.429697	0.05	101.850521
4.430530	0.05	101.836849
4.431364	0.05	101.833203
4.432197	0.05	101.813802
4.433030	0.05	101.794141
4.433864	0.05	101.776042
4.434697	0.05	101.767057
4.435530	0.05	101.764193
4.436364	0.05	101.756771
4.437197	0.05	101.762240
4.438030	0.05	101.753385
4.438864	0.05	101.733724
4.439697	0.05	101.699740
4.440530	0.05	101.684505
4.441364	0.05	101.686719
4.442197	0.05	101.683594
4.443030	0.05	101.667969
4.443864	0.05	101.630078
4.444697	0.05	101.614193
4.445530	0.05	101.616797
4.446364	0.05	101.629688
4.447197	0.05	101.651823
4.448030	0.05	101.651172
4.448864	0.05	101.638672
4.449697	0.05	101.610417
4.450530	0.05	101.588021
4.451364	0.05	101.602083
4.452197	0.05	101.600521
4.453030	0.05	101.609375
4.453864	0.05	101.590755
4.454697	0.05	101.572917
4.455530	0.05	101.547135
4.456364	0.05	101.519401
4.457197	0.05	101.493099
4.458030	0.05	101.472005
4.458864	0.05	101.449740
4.459697	0.05	101.443229
4.460530	0.05	101.431771
4.461364	0.05	101.411589
4.462197	0.05	101.379948
4.463030	0.05	101.345443
4.463864	0.05	101.341016
4.464697	0.05	101.339193
4.465530	0.05	101.332552
4.466364	0.05	101.319271
4.467197	0.05	101.311719
4.468030	0.05	101.324089
4.468864	0.05	101.335026
4.469697	0.05	101.345052
4.470530	0.05	101.333333
4.471364	0.05	101.320573
4.472197	0.05	101.300000
4.473030	0.05	101.265495
4.473864	0.05	101.226042
4.474697	0.05	101.207682
4.475530	0.05	101.190885
4.476364	0.05	101.169141
4.477197	0.05	101.137760
4.478030	0.05	101.120182
4.478864	0.05	101.103385
4.479697	0.05	101.097135
4.480530	0.05	101.108594
4.481364	0.05	101.129036
4.482197	0.05	101.145443
4.483030	0.05	101.146224
4.483864	0.05	101.124870
4.484697	0.05	101.100130
4.485530	0.05	101.086589
4.486364	0.05	101.081120
4.487197	0.05	101.058073
4.488030	0.05	101.040234
4.488864	0.05	101.043750
4.489697	0.05	101.055078
4.490530	0.05	101.076693
4.491364	0.05	101.069271
4.492197	0.05	101.068620
4.493030	0.05	101.060417
4.493864	0.05	101.053255
4.494697	0.05	101.035156
4.495530	0.05	101.011719
4.496364	0.05	101.010547
4.497197	0.05	101.028385
4.498030	0.05	101.038932
4.498864	0.05	101.054297
4.499697	0.05	101.063151
4.500530	0.05	101.087109
4.501364	0.05	101.122656
4.502197	0.05	101.156380
4.503030	0.05	101.177604
4.503864	0.05	101.185417
4.504697	0.05	101.209896
4.505530	0.05	101.235807
4.506364	0.05	101.261849
4.507197	0.05	101.261198
4.508030	0.05	101.256120
4.508864	0.05	101.234375
4.509697	0.05	101.213021
4.510530	0.05	101.192578
4.511364	0.05	101.176823
4.512197	0.05	101.172786
4.513030	0.05	101.159375
4.513864	0.05	101.133594
4.514697	0.05	101.108203
4.515530	0.05	101.092448
4.516364	0.05	101.111198
4.517197	0.05	101.130990
4.518030	0.05	101.145313
4.518864	0.05	101.144792
4.519697	0.05	101.126563
4.520530	0.05	101.108984
4.521364	0.05	101.073958
4.522197	0.05	101.043620
4.523030	0.05	101.003906
4.523864	0.05	100.964974
4.524697	0.05	100.920703
4.525530	0.05	100.888542
4.526364	0.05	100.850911
4.527197	0.05	100.820052
4.528030	0.05	100.777604
4.528864	0.05	100.756641
4.529697	0.05	100.751432
4.530530	0.05	100.748177
4.531364	0.05	100.732813
4.532197	0.05	100.712891
4.533030	0.05	100.689063
4.533864	0.05	100.673047
4.534697	0.05	100.638542
4.535530	0.05	100.610938
4.536364	0.05	100.593490
4.537197	0.05	100.597396
4.538030	0.05	100.602344
4.538864	0.05	100.595703
4.539697	0.05	100.586979
4.540530	0.05	100.586328
4.541364	0.05	100.591406
4.542197	0.05	100.599479
4.543030	0.05	100.608984
4.543864	0.05	100.615885
4.544697	0.05	100.618750
4.545530	0.05	100.628776
4.546364	0.05	100.636849
4.547197	0.05	100.642057
4.548030	0.05	100.641667
4.548864	0.05	100.642318
4.549697	0.05	100.645573
4.550530	0.05	100.650000
4.551364	0.05	100.649219
4.552197	0.05	100.619271
4.553030	0.05	100.564453
4.553864	0.05	100.502344
4.554697	0.05	100.477474
4.555530	0.05	100.479427
4.556364	0.05	100.505339
4.557197	0.05	100.508984
4.558030	0.05	100.508464
4.558864	0.05	100.494401
4.559697	0.05	100.467969
4.560530	0.05	100.435677
4.561364	0.05	100.415104
4.562197	0.05	100.421615
4.563030	0.05	100.416276
4.563864	0.05	100.402344
4.564697	0.05	100.399740
4.565530	0.05	100.395703
4.566364	0.05	100.393880
4.567197	0.05	100.380859
4.568030	0.05	100.377083
4.568864	0.05	100.359505
4.569697	0.05	100.332422
4.570530	0.05	100.306510
4.571364	0.05	100.286719
4.572197	0.05	100.266927
4.573030	0.05	100.245964
4.573864	0.05	100.225000
4.574697	0.05	100.229557
4.575530	0.05	100.227734
4.576364	0.05	100.211458
4.577197	0.05	100.180599
4.578030	0.05	100.152995
4.578864	0.05	100.131771
4.579697	0.05	100.092318
4.580530	0.05	100.048568
4.581364	0.05	100.002734
4.582197	0.05	99.958464
4.583030	0.05	99.927083
4.583864	0.05	99.939453
4.584697	0.05	99.972005
4.585530	0.05	99.978125
4.586364	0.05	99.957031
4.587197	0.05	99.930078
4.588030	0.05	99.920573
4.588864	0.05	99.924740
4.589697	0.05	99.920964
4.590530	0.05	99.911979
4.591364	0.05	99.883073
4.592197	0.05	99.866927
4.593030	0.05	99.860677
4.593864	0.05	99.858203
4.594697	0.05	99.822266
4.595530	0.05	99.794401
4.596364	0.05	99.778776
4.597197	0.05	99.784245
4.598030	0.05	99.768750
4.598864	0.05	99.732292
4.599697	0.05	99.716406
4.600530	0.05	99.721484
4.601364	0.05	99.751953
4.602197	0.05	99.754297
4.603030	0.05	99.748568
4.603864	0.05	99.710417
4.604697	0.05	99.686979
4.605530	0.05	99.655990
4.606364	0.05	99.651953
4.607197	0.05	99.641146
4.608030	0.05	99.658203
4.608864	0.05	99.665755
4.609697	0.05	99.675651
4.610530	0.05	99.682031
4.611364	0.05	99.697656
4.612197	0.05	99.690755
4.613030	0.05	99.667708
4.613864	0.05	99.648568
4.614697	0.05	99.662760
4.615530	0.05	99.658073
4.616364	0.05	99.628906
4.617197	0.05	99.602214
4.618030	0.05	99.619531
4.618864	0.05	99.662630
4.619697	0.05	99.682682
4.620530	0.05	99.673958
4.621364	0.05	99.646354
4.622197	0.05	99.628776
4.623030	0.05	99.616276
4.623864	0.05	99.637500
4.624697	0.05	99.666406
4.625530	0.05	99.701042
4.626364	0.05	99.707031
4.627197	0.05	99.712630
4.628030	0.05	99.729948
4.628864	0.05	99.770573
4.629697	0.05	99.809505
4.630530	0.05	99.826432
4.631364	0.05	99.840234
4.632197	0.05	99.862370
4.633030	0.05	99.915885
4.633864	0.05	99.963672
4.634697	0.05	100.023698
4.635530	0.05	100.062760
4.636364	0.05	100.093620
4.637197	0.05	100.116667
4.638030	0.05	100.138672
4.638864	0.05	100.158073
4.639697	0.05	100.179688
4.640530	0.05	100.200000
4.641364	0.05	100.218880
4.642197	0.05	100.240625
4.643030	0.05	100.285677
4.643864	0.05	100.341536
4.644697	0.05	100.376823
4.645530	0.05	100.385417
4.646364	0.05	100.405208
4.647197	0.05	100.437630
4.648030	0.05	100.473438
4.648864	0.05	100.492839
4.649697	0.05	100.512370
4.650530	0.05	100.541927
4.651364	0.05	100.564974
4.652197	0.05	100.560156
4.653030	0.05	100.548568
4.653864	0.05	100.527214
4.654697	0.05	100.521224
4.655530	0.05	100.505599
4.656364	0.05	100.483984
4.657197	0.05	100.456380
4.658030	0.05	100.438542
4.658864	0.05	100.448958
4.659697	0.05	100.463932
4.660530	0.05	100.476563
4.661364	0.05	100.470964
4.662197	0.05	100.476823
4.663030	0.05	100.485286
4.663864	0.05	100.483724
4.664697	0.05	100.462370
4.665530	0.05	100.437760
4.666364	0.05	100.461328
4.667197	0.05	100.498828
4.668030	0.05	100.529427
4.668864	0.05	100.504688
4.669697	0.05	100.483073
4.670530	0.05	100.462500
4.671364	0.05	100.461458
4.672197	0.05	100.454297
4.673030	0.05	100.431120
4.673864	0.05	100.392318
4.674697	0.05	100.351693
4.675530	0.05	100.343229
4.676364	0.05	100.355599
4.677197	0.05	100.355339
4.678030	0.05	100.339323
4.678864	0.05	100.303906
4.679697	0.05	100.281250
4.680530	0.05	100.261979
4.681364	0.05	100.265104
4.682197	0.05	100.268750
4.683030	0.05	100.276953
4.683864	0.05	100.270182
4.684697	0.05	100.270313
4.685530	0.05	100.264583
4.686364	0.05	100.251823
4.687197	0.05	100.229036
4.688030	0.05	100.201042
4.688864	0.05	100.195443
4.689697	0.05	100.195833
4.690530	0.05	100.200130
4.691364	0.05	100.188021
4.692197	0.05	100.166536
4.693030	0.05	100.147005
4.693864	0.05	100.130469
4.694697	0.05	100.125260
4.695530	0.05	100.106120
4.696364	0.05	100.072005
4.697197	0.05	100.041536
4.698030	0.05	100.014583
4.698864	0.05	99.987891
4.699697	0.05	99.940495
4.700530	0.05	99.882031
4.701364	0.05	99.830469
4.702197	0.05	99.796484
4.703030	0.05	99.770964
4.703864	0.05	99.754427
4.704697	0.05	99.726953
4.705530	0.05	99.700000
4.706364	0.05	99.660677
4.707197	0.05	99.604167
4.708030	0.05	99.557422
4.708864	0.05	99.516536
4.709697	0.05	99.484115
4.710530	0.05	99.450000
4.711364	0.05	99.428776
4.712197	0.05	99.420052
4.713030	0.05	99.402344
4.713864	0.05	99.372917
4.714697	0.05	99.334505
4.715530	0.05	99.295573
4.716364	0.05	99.261849
4.717197	0.05	99.220573
4.718030	0.05	99.173958
4.718864	0.05	99.115234
4.719697	0.05	99.061458
4.720530	0.05	99.021354
4.721364	0.05	98.982161
4.722197	0.05	98.933073
4.723030	0.05	98.884635
4.723864	0.05	98.822396
4.724697	0.05	98.779297
4.725530	0.05	98.719922
4.726364	0.05	98.658203
4.727197	0.05	98.596354
4.728030	0.05	98.554948
4.728864	0.05	98.535938
4.729697	0.05	98.498828
4.730530	0.05	98.435286
4.731364	0.05	98.372917
4.732197	0.05	98.323307
4.733030	0.05	98.278255
4.733864	0.05	98.224349
4.734697	0.05	98.161849
4.735530	0.05	98.128776
4.736364	0.05	98.083073
4.737197	0.05	98.036068
4.738030	0.05	97.964714
4.738864	0.05	97.895833
4.739697	0.05	97.834245
4.740530	0.05	97.762370
4.741364	0.05	97.697786
4.742197	0.05	97.647005
4.743030	0.05	97.631771
4.743864	0.05	97.636458
4.744697	0.05	97.614193
4.745530	0.05	97.558984
4.746364	0.05	97.488542
4.747197	0.05	97.431380
4.748030	0.05	97.393750
4.748864	0.05	97.359896
4.749697	0.05	97.339453
4.750530	0.05	97.325391
4.751364	0.05	97.294271
4.752197	0.05	97.246354
4.753030	0.05	97.197005
4.753864	0.05	97.164974
4.754697	0.05	97.133724
4.755530	0.05	97.076823
4.756364	0.05	97.011719
4.757197	0.05	96.949870
4.758030	0.05	96.909505
4.758864	0.05	96.888021
4.759697	0.05	96.886458
4.760530	0.05	96.858594
4.761364	0.05	96.805990
4.762197	0.05	96.745443
4.763030	0.05	96.723698
4.763864	0.05	96.724349
4.764697	0.05	96.722526
4.765530	0.05	96.706380
4.766364	0.05	96.681901
4.767197	0.05	96.646224
4.768030	0.05	96.594401
4.768864	0.05	96.569922
4.769697	0.05	96.539844
4.770530	0.05	96.519010
4.771364	0.05	96.481250
4.772197	0.05	96.458203
4.773030	0.05	96.440104
4.773864	0.05	96.418620
4.774697	0.05	96.411589
4.775530	0.05	96.404557
4.776364	0.05	96.388672
4.777197	0.05	96.343620
4.778030	0.05	96.319531
4.778864	0.05	96.304818
4.779697	0.05	96.305078
4.780530	0.05	96.287370
4.781364	0.05	96.266276
4.782197	0.05	96.255859
4.783030	0.05	96.252083
4.783864	0.05	96.255990
4.784697	0.05	96.237500
4.785530	0.05	96.191406
4.786364	0.05	96.145313
4.787197	0.05	96.112370
4.788030	0.05	96.088281
4.788864	0.05	96.070833
4.789697	0.05	96.052083
4.790530	0.05	96.030339
4.791364	0.05	96.011979
4.792197	0.05	96.010026
4.793030	0.05	96.011068
4.793864	0.05	95.997266
4.794697	0.05	95.951432
4.795530	0.05	95.909896
4.796364	0.05	95.879557
4.797197	0.05	95.874349
4.798030	0.05	95.885286
4.798864	0.05	95.870964
4.799697	0.05	95.853255
4.800530	0.05	95.826693
4.801364	0.05	95.814974
4.802197	0.05	95.804297
4.803030	0.05	95.817708
4.803864	0.05	95.824870
4.804697	0.05	95.831250
4.805530	0.05	95.828646
4.806364	0.05	95.830729
4.807197	0.05	95.835807
4.808030	0.05	95.811979
4.808864	0.05	95.788281
4.809697	0.05	95.747135
4.810530	0.05	95.718880
4.811364	0.05	95.698828
4.812197	0.05	95.688021
4.813030	0.05	95.688542
4.813864	0.05	95.699870
4.814697	0.05	95.696484
4.815530	0.05	95.697786
4.816364	0.05	95.669922
4.817197	0.05	95.644531
4.818030	0.05	95.601042
4.818864	0.05	95.556510
4.819697	0.05	95.524870
4.820530	0.05	95.494792
4.821364	0.05	95.478385
4.822197	0.05	95.465234
4.823030	0.05	95.462760
4.823864	0.05	95.476823
4.824697	0.05	95.492839
4.825530	0.05	95.502083
4.826364	0.05	95.502214
4.827197	0.05	95.496875
4.828030	0.05	95.500911
4.828864	0.05	95.497786
4.829697	0.05	95.498958
4.830530	0.05	95.506380
4.831364	0.05	95.492057
4.832197	0.05	95.446745
4.833030	0.05	95.394661
4.833864	0.05	95.354948
4.834697	0.05	95.352604
4.835530	0.05	95.330339
4.836364	0.05	95.323177
4.837197	0.05	95.313542
4.838030	0.05	95.315365
4.838864	0.05	95.309505
4.839697	0.05	95.289063
4.840530	0.05	95.286589
4.841364	0.05	95.300521
4.842197	0.05	95.298958
4.843030	0.05	95.292969
4.843864	0.05	95.284766
4.844697	0.05	95.296224
4.845530	0.05	95.296745
4.846364	0.05	95.268620
4.847197	0.05	95.255990
4.848030	0.05	95.249089
4.848864	0.05	95.271354
4.849697	0.05	95.286328
4.850530	0.05	95.271615
4.851364	0.05	95.257552
4.852197	0.05	95.230339
4.853030	0.05	95.221484
4.853864	0.05	95.197917
4.854697	0.05	95.175000
4.855530	0.05	95.161719
4.856364	0.05	95.134896
4.857197	0.05	95.131120
4.858030	0.05	95.133203
4.858864	0.05	95.134766
4.859697	0.05	95.130599
4.860530	0.05	95.138151
4.861364	0.05	95.153125
4.862197	0.05	95.158854
4.863030	0.05	95.144401
4.863864	0.05	95.126953
4.864697	0.05	95.113411
4.865530	0.05	95.107552
4.866364	0.05	95.095964
4.867197	0.05	95.079818
4.868030	0.05	95.030469
4.868864	0.05	94.997786
4.869697	0.05	94.969141
4.870530	0.05	94.959766
4.871364	0.05	94.936589
4.872197	0.05	94.904297
4.873030	0.05	94.889063
4.873864	0.05	94.867839
4.874697	0.05	94.845443
4.875530	0.05	94.803646
4.876364	0.05	94.768750
4.877197	0.05	94.759635
4.878030	0.05	94.764714
4.878864	0.05	94.764714
4.879697	0.05	94.745703
4.880530	0.05	94.732031
4.881364	0.05	94.733464
4.882197	0.05	94.741797
4.883030	0.05	94.743620
4.883864	0.05	94.751172
4.884697	0.05	94.744922
4.885530	0.05	94.733854
4.886364	0.05	94.741406
4.887197	0.05	94.760938
