File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/164.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	Auto 2
Injection Number	27
Position	3
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Unknown
Status	Finished
Injection Date	3/10/2023
Injection Time	4:00:30 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000530
Time Max. (min)	8.022197
Data Points	9627
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.471615
Signal Max.	65,140.120443
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
1.419697	0.05	55.082552
1.420530	0.05	54.645964
1.421364	0.05	54.197396
1.422197	0.05	53.738411
1.423030	0.05	53.286198
1.423864	0.05	52.866146
1.424697	0.05	52.472526
1.425530	0.05	52.125911
1.426364	0.05	51.736198
1.427197	0.05	51.335677
1.428030	0.05	50.923568
1.428864	0.05	50.549870
1.429697	0.05	50.126172
1.430530	0.05	49.628385
1.431364	0.05	49.133073
1.432197	0.05	48.696224
1.433030	0.05	48.296354
1.433864	0.05	47.896875
1.434697	0.05	47.480469
1.435530	0.05	47.133073
1.436364	0.05	46.866667
1.437197	0.05	46.607422
1.438030	0.05	46.296354
1.438864	0.05	45.918099
1.439697	0.05	45.558464
1.440530	0.05	45.256901
1.441364	0.05	44.945443
1.442197	0.05	44.606120
1.443030	0.05	44.217188
1.443864	0.05	43.852604
1.444697	0.05	43.530990
1.445530	0.05	43.268099
1.446364	0.05	43.042448
1.447197	0.05	42.781120
1.448030	0.05	42.437500
1.448864	0.05	42.050651
1.449697	0.05	41.714323
1.450530	0.05	41.438802
1.451364	0.05	41.215234
1.452197	0.05	40.995182
1.453030	0.05	40.741797
1.453864	0.05	40.442057
1.454697	0.05	40.152344
1.455530	0.05	39.892839
1.456364	0.05	39.650651
1.457197	0.05	39.415495
1.458030	0.05	39.182552
1.458864	0.05	38.962370
1.459697	0.05	38.731641
1.460530	0.05	38.449349
1.461364	0.05	38.168750
1.462197	0.05	37.928776
1.463030	0.05	37.758464
1.463864	0.05	37.579948
1.464697	0.05	37.373047
1.465530	0.05	37.140104
1.466364	0.05	36.906510
1.467197	0.05	36.643620
1.468030	0.05	36.420052
1.468864	0.05	36.188932
1.469697	0.05	35.920182
1.470530	0.05	35.617578
1.471364	0.05	35.335677
1.472197	0.05	35.094401
1.473030	0.05	34.852214
1.473864	0.05	34.638802
1.474697	0.05	34.507813
1.475530	0.05	34.414453
1.476364	0.05	34.319401
1.477197	0.05	34.161589
1.478030	0.05	33.976432
1.478864	0.05	33.801823
1.479697	0.05	33.643880
1.480530	0.05	33.453385
1.481364	0.05	33.200521
1.482197	0.05	32.949219
1.483030	0.05	32.718880
1.483864	0.05	32.487370
1.484697	0.05	32.229688
1.485530	0.05	32.011849
1.486364	0.05	31.865885
1.487197	0.05	31.744922
1.488030	0.05	31.610807
1.488864	0.05	31.452474
1.489697	0.05	31.255729
1.490530	0.05	31.017708
1.491364	0.05	30.781771
1.492197	0.05	30.592969
1.493030	0.05	30.475391
1.493864	0.05	30.383203
1.494697	0.05	30.295703
1.495530	0.05	30.181120
1.496364	0.05	30.054427
1.497197	0.05	29.910286
1.498030	0.05	29.776563
1.498864	0.05	29.653516
1.499697	0.05	29.531641
1.500530	0.05	29.382682
1.501364	0.05	29.205859
1.502197	0.05	29.024479
1.503030	0.05	28.847005
1.503864	0.05	28.673828
1.504697	0.05	28.516406
1.505530	0.05	28.358333
1.506364	0.05	28.184766
1.507197	0.05	27.999349
1.508030	0.05	27.832292
1.508864	0.05	27.697266
1.509697	0.05	27.602083
1.510530	0.05	27.501172
1.511364	0.05	27.410417
1.512197	0.05	27.321875
1.513030	0.05	27.257292
1.513864	0.05	27.163672
1.514697	0.05	27.009635
1.515530	0.05	26.836719
1.516364	0.05	26.653255
1.517197	0.05	26.492057
1.518030	0.05	26.322396
1.518864	0.05	26.172135
1.519697	0.05	26.036849
1.520530	0.05	25.927083
1.521364	0.05	25.821354
1.522197	0.05	25.717318
1.523030	0.05	25.595052
1.523864	0.05	25.475781
1.524697	0.05	25.329427
1.525530	0.05	25.207552
1.526364	0.05	25.096354
1.527197	0.05	24.999479
1.528030	0.05	24.882422
1.528864	0.05	24.764974
1.529697	0.05	24.654948
1.530530	0.05	24.545313
1.531364	0.05	24.420313
1.532197	0.05	24.322135
1.533030	0.05	24.226823
1.533864	0.05	24.166797
1.534697	0.05	24.107031
1.535530	0.05	24.048047
1.536364	0.05	23.940104
1.537197	0.05	23.797135
1.538030	0.05	23.672656
1.538864	0.05	23.568359
1.539697	0.05	23.461719
1.540530	0.05	23.344792
1.541364	0.05	23.232943
1.542197	0.05	23.135677
1.543030	0.05	23.051042
1.543864	0.05	22.969401
1.544697	0.05	22.898177
1.545530	0.05	22.823828
1.546364	0.05	22.763411
1.547197	0.05	22.681250
1.548030	0.05	22.589063
1.548864	0.05	22.515755
1.549697	0.05	22.466797
1.550530	0.05	22.433984
1.551364	0.05	22.372917
1.552197	0.05	22.302474
1.553030	0.05	22.201042
1.553864	0.05	22.073438
1.554697	0.05	21.934375
1.555530	0.05	21.812109
1.556364	0.05	21.723047
1.557197	0.05	21.656510
1.558030	0.05	21.596615
1.558864	0.05	21.562760
1.559697	0.05	21.504427
1.560530	0.05	21.409245
1.561364	0.05	21.277214
1.562197	0.05	21.183333
1.563030	0.05	21.140625
1.563864	0.05	21.116927
1.564697	0.05	21.065625
1.565530	0.05	20.990104
1.566364	0.05	20.919661
1.567197	0.05	20.858984
1.568030	0.05	20.822917
1.568864	0.05	20.782943
1.569697	0.05	20.758594
1.570530	0.05	20.733333
1.571364	0.05	20.667708
1.572197	0.05	20.572135
1.573030	0.05	20.468490
1.573864	0.05	20.383073
1.574697	0.05	20.320964
1.575530	0.05	20.269271
1.576364	0.05	20.235938
1.577197	0.05	20.208984
1.578030	0.05	20.169010
1.578864	0.05	20.122526
1.579697	0.05	20.052344
1.580530	0.05	19.975651
1.581364	0.05	19.886068
1.582197	0.05	19.802604
1.583030	0.05	19.727604
1.583864	0.05	19.664323
1.584697	0.05	19.597266
1.585530	0.05	19.526693
1.586364	0.05	19.457552
1.587197	0.05	19.395833
1.588030	0.05	19.333724
1.588864	0.05	19.280599
1.589697	0.05	19.236979
1.590530	0.05	19.201693
1.591364	0.05	19.149219
1.592197	0.05	19.089974
1.593030	0.05	19.010547
1.593864	0.05	18.931901
1.594697	0.05	18.840365
1.595530	0.05	18.762891
1.596364	0.05	18.688281
1.597197	0.05	18.631641
1.598030	0.05	18.568229
1.598864	0.05	18.511719
1.599697	0.05	18.451042
1.600530	0.05	18.416016
1.601364	0.05	18.394271
1.602197	0.05	18.375521
1.603030	0.05	18.327865
1.603864	0.05	18.266927
1.604697	0.05	18.200391
1.605530	0.05	18.143359
1.606364	0.05	18.087891
1.607197	0.05	18.052734
1.608030	0.05	18.044661
1.608864	0.05	18.044010
1.609697	0.05	18.039193
1.610530	0.05	18.010807
1.611364	0.05	17.988411
1.612197	0.05	17.979036
1.613030	0.05	17.964453
1.613864	0.05	17.938151
1.614697	0.05	17.885677
1.615530	0.05	17.836198
1.616364	0.05	17.796484
1.617197	0.05	17.758724
1.618030	0.05	17.727734
1.618864	0.05	17.684115
1.619697	0.05	17.630990
1.620530	0.05	17.549740
1.621364	0.05	17.454036
1.622197	0.05	17.364974
1.623030	0.05	17.302474
1.623864	0.05	17.254167
1.624697	0.05	17.210417
1.625530	0.05	17.173438
1.626364	0.05	17.118490
1.627197	0.05	17.043880
1.628030	0.05	16.959505
1.628864	0.05	16.896354
1.629697	0.05	16.856250
1.630530	0.05	16.805990
1.631364	0.05	16.761979
1.632197	0.05	16.711589
1.633030	0.05	16.683203
1.633864	0.05	16.643620
1.634697	0.05	16.586719
1.635530	0.05	16.511198
1.636364	0.05	16.420573
1.637197	0.05	16.318620
1.638030	0.05	16.200000
1.638864	0.05	16.089063
1.639697	0.05	16.001953
1.640530	0.05	15.934375
1.641364	0.05	15.863151
1.642197	0.05	15.786849
1.643030	0.05	15.708203
1.643864	0.05	15.623568
1.644697	0.05	15.555599
1.645530	0.05	15.487240
1.646364	0.05	15.445833
1.647197	0.05	15.392839
1.648030	0.05	15.339714
1.648864	0.05	15.294792
1.649697	0.05	15.267578
1.650530	0.05	15.252865
1.651364	0.05	15.216927
1.652197	0.05	15.158464
1.653030	0.05	15.097396
1.653864	0.05	15.051953
1.654697	0.05	15.004688
1.655530	0.05	14.959766
1.656364	0.05	14.920573
1.657197	0.05	14.882813
1.658030	0.05	14.838151
1.658864	0.05	14.760417
1.659697	0.05	14.706901
1.660530	0.05	14.646224
1.661364	0.05	14.597135
1.662197	0.05	14.533984
1.663030	0.05	14.489323
1.663864	0.05	14.456510
1.664697	0.05	14.422656
1.665530	0.05	14.392448
1.666364	0.05	14.344922
1.667197	0.05	14.307292
1.668030	0.05	14.263021
1.668864	0.05	14.236589
1.669697	0.05	14.202734
1.670530	0.05	14.162630
1.671364	0.05	14.116797
1.672197	0.05	14.075000
1.673030	0.05	14.028776
1.673864	0.05	13.997266
1.674697	0.05	13.993359
1.675530	0.05	14.029818
1.676364	0.05	14.099740
1.677197	0.05	14.217318
1.678030	0.05	14.403125
1.678864	0.05	14.705990
1.679697	0.05	15.163411
1.680530	0.05	15.828255
1.681364	0.05	16.730599
1.682197	0.05	17.911719
1.683030	0.05	19.424349
1.683864	0.05	21.288932
1.684697	0.05	23.489063
1.685530	0.05	25.966406
1.686364	0.05	28.587240
1.687197	0.05	31.181510
1.688030	0.05	33.558203
1.688864	0.05	35.545703
1.689697	0.05	37.011719
1.690530	0.05	37.885156
1.691364	0.05	38.157422
1.692197	0.05	37.811979
1.693030	0.05	36.949870
1.693864	0.05	35.723177
1.694697	0.05	34.254818
1.695530	0.05	32.617708
1.696364	0.05	30.928906
1.697197	0.05	29.288411
1.698030	0.05	27.837109
1.698864	0.05	26.512630
1.699697	0.05	25.373047
1.700530	0.05	24.382813
1.701364	0.05	23.559375
1.702197	0.05	22.888672
1.703030	0.05	22.323438
1.703864	0.05	21.867708
1.704697	0.05	21.566276
1.705530	0.05	21.383203
1.706364	0.05	21.283203
1.707197	0.05	21.214974
1.708030	0.05	21.171745
1.708864	0.05	21.151563
1.709697	0.05	21.106120
1.710530	0.05	21.022135
1.711364	0.05	20.931120
1.712197	0.05	20.829818
1.713030	0.05	20.732292
1.713864	0.05	20.647656
1.714697	0.05	20.595833
1.715530	0.05	20.551042
1.716364	0.05	20.497786
1.717197	0.05	20.452474
1.718030	0.05	20.405208
1.718864	0.05	20.338802
1.719697	0.05	20.231510
1.720530	0.05	20.142318
1.721364	0.05	20.048958
1.722197	0.05	19.918750
1.723030	0.05	19.717188
1.723864	0.05	19.493359
1.724697	0.05	19.269531
1.725530	0.05	19.060547
1.726364	0.05	18.833854
1.727197	0.05	18.618490
1.728030	0.05	18.392839
1.728864	0.05	18.172526
1.729697	0.05	17.944792
1.730530	0.05	17.718099
1.731364	0.05	17.491276
1.732197	0.05	17.254167
1.733030	0.05	17.036589
1.733864	0.05	16.828516
1.734697	0.05	16.635677
1.735530	0.05	16.452344
1.736364	0.05	16.305729
1.737197	0.05	16.191797
1.738030	0.05	16.079297
1.738864	0.05	15.930859
1.739697	0.05	15.750391
1.740530	0.05	15.556120
1.741364	0.05	15.364844
1.742197	0.05	15.178646
1.743030	0.05	14.994010
1.743864	0.05	14.816927
1.744697	0.05	14.643359
1.745530	0.05	14.471224
1.746364	0.05	14.301953
1.747197	0.05	14.153255
1.748030	0.05	14.016406
1.748864	0.05	13.879948
1.749697	0.05	13.735417
1.750530	0.05	13.588542
1.751364	0.05	13.453776
1.752197	0.05	13.336328
1.753030	0.05	13.221615
1.753864	0.05	13.097526
1.754697	0.05	12.971354
1.755530	0.05	12.855339
1.756364	0.05	12.750391
1.757197	0.05	12.658333
1.758030	0.05	12.586328
1.758864	0.05	12.517708
1.759697	0.05	12.423307
1.760530	0.05	12.306510
1.761364	0.05	12.189453
1.762197	0.05	12.087240
1.763030	0.05	11.995182
1.763864	0.05	11.901693
1.764697	0.05	11.810156
1.765530	0.05	11.713542
1.766364	0.05	11.642318
1.767197	0.05	11.561719
1.768030	0.05	11.492448
1.768864	0.05	11.420573
1.769697	0.05	11.354557
1.770530	0.05	11.291536
1.771364	0.05	11.226432
1.772197	0.05	11.159115
1.773030	0.05	11.087500
1.773864	0.05	11.017318
1.774697	0.05	10.967188
1.775530	0.05	10.918880
1.776364	0.05	10.872005
1.777197	0.05	10.803255
1.778030	0.05	10.734505
1.778864	0.05	10.684115
1.779697	0.05	10.639063
1.780530	0.05	10.585026
1.781364	0.05	10.514453
1.782197	0.05	10.461198
1.783030	0.05	10.417188
1.783864	0.05	10.385547
1.784697	0.05	10.341667
1.785530	0.05	10.300391
1.786364	0.05	10.252214
1.787197	0.05	10.215755
1.788030	0.05	10.176042
1.788864	0.05	10.120182
1.789697	0.05	10.085026
1.790530	0.05	10.063151
1.791364	0.05	10.041536
1.792197	0.05	10.015755
1.793030	0.05	9.984896
1.793864	0.05	9.957682
1.794697	0.05	9.925911
1.795530	0.05	9.905729
1.796364	0.05	9.889844
1.797197	0.05	9.854167
1.798030	0.05	9.805599
1.798864	0.05	9.757943
1.799697	0.05	9.703646
1.800530	0.05	9.658073
1.801364	0.05	9.609505
1.802197	0.05	9.562240
1.803030	0.05	9.517448
1.803864	0.05	9.474349
1.804697	0.05	9.444401
1.805530	0.05	9.413802
1.806364	0.05	9.382813
1.807197	0.05	9.349089
1.808030	0.05	9.315625
1.808864	0.05	9.282292
1.809697	0.05	9.251953
1.810530	0.05	9.214323
1.811364	0.05	9.178516
1.812197	0.05	9.158464
1.813030	0.05	9.142448
1.813864	0.05	9.133724
1.814697	0.05	9.112240
1.815530	0.05	9.079036
1.816364	0.05	9.039714
1.817197	0.05	9.006641
1.818030	0.05	8.989714
1.818864	0.05	8.961719
1.819697	0.05	8.919531
1.820530	0.05	8.881771
1.821364	0.05	8.860807
1.822197	0.05	8.847656
1.823030	0.05	8.831120
1.823864	0.05	8.805208
1.824697	0.05	8.771875
1.825530	0.05	8.720964
1.826364	0.05	8.679948
1.827197	0.05	8.667839
1.828030	0.05	8.674479
1.828864	0.05	8.688021
1.829697	0.05	8.691276
1.830530	0.05	8.697786
1.831364	0.05	8.712891
1.832197	0.05	8.735677
1.833030	0.05	8.762630
1.833864	0.05	8.792318
1.834697	0.05	8.814583
1.835530	0.05	8.839844
1.836364	0.05	8.840625
1.837197	0.05	8.839453
1.838030	0.05	8.830599
1.838864	0.05	8.824870
1.839697	0.05	8.793880
1.840530	0.05	8.745573
1.841364	0.05	8.686458
1.842197	0.05	8.629688
1.843030	0.05	8.569271
1.843864	0.05	8.513542
1.844697	0.05	8.459505
1.845530	0.05	8.408464
1.846364	0.05	8.349089
1.847197	0.05	8.299609
1.848030	0.05	8.252604
1.848864	0.05	8.227995
1.849697	0.05	8.197917
1.850530	0.05	8.174089
1.851364	0.05	8.140365
1.852197	0.05	8.105469
1.853030	0.05	8.077734
1.853864	0.05	8.057682
1.854697	0.05	8.047917
1.855530	0.05	8.028776
1.856364	0.05	8.006510
1.857197	0.05	8.001563
1.858030	0.05	8.003255
1.858864	0.05	8.008203
1.859697	0.05	7.993359
1.860530	0.05	7.982943
1.861364	0.05	7.980859
1.862197	0.05	7.984115
1.863030	0.05	7.992057
1.863864	0.05	8.004948
1.864697	0.05	8.027995
1.865530	0.05	8.058724
1.866364	0.05	8.075000
1.867197	0.05	8.079818
1.868030	0.05	8.069661
1.868864	0.05	8.066016
1.869697	0.05	8.072526
1.870530	0.05	8.087109
1.871364	0.05	8.114453
1.872197	0.05	8.137630
1.873030	0.05	8.170573
1.873864	0.05	8.198828
1.874697	0.05	8.235677
1.875530	0.05	8.254036
1.876364	0.05	8.257682
1.877197	0.05	8.245182
1.878030	0.05	8.248438
1.878864	0.05	8.259375
1.879697	0.05	8.286328
1.880530	0.05	8.298307
1.881364	0.05	8.307552
1.882197	0.05	8.308724
1.883030	0.05	8.321354
1.883864	0.05	8.334375
1.884697	0.05	8.339583
1.885530	0.05	8.339193
1.886364	0.05	8.329036
1.887197	0.05	8.330078
1.888030	0.05	8.338932
1.888864	0.05	8.358594
1.889697	0.05	8.364714
1.890530	0.05	8.370313
1.891364	0.05	8.368750
1.892197	0.05	8.387240
1.893030	0.05	8.403646
1.893864	0.05	8.435156
1.894697	0.05	8.468880
1.895530	0.05	8.509766
1.896364	0.05	8.574219
1.897197	0.05	8.654297
1.898030	0.05	8.749870
1.898864	0.05	8.862370
1.899697	0.05	8.992969
1.900530	0.05	9.139974
1.901364	0.05	9.286719
1.902197	0.05	9.434635
1.903030	0.05	9.585677
1.903864	0.05	9.743359
1.904697	0.05	9.909635
1.905530	0.05	10.090625
1.906364	0.05	10.285156
1.907197	0.05	10.497526
1.908030	0.05	10.713151
1.908864	0.05	10.911979
1.909697	0.05	11.075000
1.910530	0.05	11.206641
1.911364	0.05	11.323828
1.912197	0.05	11.428516
1.913030	0.05	11.515104
1.913864	0.05	11.558073
1.914697	0.05	11.557682
1.915530	0.05	11.525260
1.916364	0.05	11.490755
1.917197	0.05	11.460938
1.918030	0.05	11.412370
1.918864	0.05	11.354167
1.919697	0.05	11.303906
1.920530	0.05	11.259375
1.921364	0.05	11.192578
1.922197	0.05	11.093750
1.923030	0.05	10.987891
1.923864	0.05	10.897917
1.924697	0.05	10.841016
1.925530	0.05	10.783854
1.926364	0.05	10.722526
1.927197	0.05	10.643620
1.928030	0.05	10.565365
1.928864	0.05	10.468229
1.929697	0.05	10.352995
1.930530	0.05	10.239974
1.931364	0.05	10.141016
1.932197	0.05	10.054818
1.933030	0.05	9.983333
1.933864	0.05	9.915234
1.934697	0.05	9.849479
1.935530	0.05	9.763932
1.936364	0.05	9.676302
1.937197	0.05	9.596615
1.938030	0.05	9.524479
1.938864	0.05	9.457031
1.939697	0.05	9.395052
1.940530	0.05	9.334375
1.941364	0.05	9.270573
1.942197	0.05	9.186068
1.943030	0.05	9.096615
1.943864	0.05	9.002734
1.944697	0.05	8.921745
1.945530	0.05	8.851693
1.946364	0.05	8.795833
1.947197	0.05	8.742448
1.948030	0.05	8.685417
1.948864	0.05	8.626563
1.949697	0.05	8.557161
1.950530	0.05	8.494531
1.951364	0.05	8.436979
1.952197	0.05	8.398307
1.953030	0.05	8.371745
1.953864	0.05	8.342708
1.954697	0.05	8.315365
1.955530	0.05	8.296224
1.956364	0.05	8.302344
1.957197	0.05	8.345313
1.958030	0.05	8.421354
1.958864	0.05	8.541667
1.959697	0.05	8.665365
1.960530	0.05	8.793750
1.961364	0.05	8.933333
1.962197	0.05	9.097786
1.963030	0.05	9.262370
1.963864	0.05	9.403385
1.964697	0.05	9.501172
1.965530	0.05	9.559375
1.966364	0.05	9.567188
1.967197	0.05	9.537760
1.968030	0.05	9.486849
1.968864	0.05	9.423047
1.969697	0.05	9.359245
1.970530	0.05	9.298177
1.971364	0.05	9.245313
1.972197	0.05	9.189063
1.973030	0.05	9.131380
1.973864	0.05	9.075260
1.974697	0.05	9.037370
1.975530	0.05	9.001042
1.976364	0.05	8.963672
1.977197	0.05	8.917578
1.978030	0.05	8.869271
1.978864	0.05	8.814323
1.979697	0.05	8.750651
1.980530	0.05	8.684896
1.981364	0.05	8.620573
1.982197	0.05	8.563802
1.983030	0.05	8.517708
1.983864	0.05	8.487109
1.984697	0.05	8.471354
1.985530	0.05	8.469661
1.986364	0.05	8.467188
1.987197	0.05	8.461328
1.988030	0.05	8.443099
1.988864	0.05	8.424349
1.989697	0.05	8.410026
1.990530	0.05	8.415625
1.991364	0.05	8.425521
1.992197	0.05	8.433854
1.993030	0.05	8.439063
1.993864	0.05	8.448568
1.994697	0.05	8.459766
1.995530	0.05	8.473958
1.996364	0.05	8.492578
1.997197	0.05	8.506901
1.998030	0.05	8.515495
1.998864	0.05	8.517969
1.999697	0.05	8.535938
2.000530	0.05	8.564583
2.001364	0.05	8.614583
2.002197	0.05	8.670833
2.003030	0.05	8.728516
2.003864	0.05	8.774609
2.004697	0.05	8.826432
2.005530	0.05	8.887891
2.006364	0.05	8.962370
2.007197	0.05	9.042448
2.008030	0.05	9.112500
2.008864	0.05	9.178125
2.009697	0.05	9.227214
2.010530	0.05	9.276432
2.011364	0.05	9.314974
2.012197	0.05	9.346745
2.013030	0.05	9.364323
2.013864	0.05	9.371094
2.014697	0.05	9.375000
2.015530	0.05	9.379818
2.016364	0.05	9.393880
2.017197	0.05	9.409115
2.018030	0.05	9.421354
2.018864	0.05	9.430339
2.019697	0.05	9.443099
2.020530	0.05	9.456250
2.021364	0.05	9.468229
2.022197	0.05	9.485547
2.023030	0.05	9.502214
2.023864	0.05	9.518490
2.024697	0.05	9.524349
2.025530	0.05	9.529948
2.026364	0.05	9.541667
2.027197	0.05	9.548568
2.028030	0.05	9.553646
2.028864	0.05	9.550781
2.029697	0.05	9.546224
2.030530	0.05	9.537891
2.031364	0.05	9.532552
2.032197	0.05	9.532161
2.033030	0.05	9.523177
2.033864	0.05	9.500651
2.034697	0.05	9.474609
2.035530	0.05	9.450000
2.036364	0.05	9.429167
2.037197	0.05	9.409115
2.038030	0.05	9.392057
2.038864	0.05	9.373438
2.039697	0.05	9.348828
2.040530	0.05	9.325911
2.041364	0.05	9.310938
2.042197	0.05	9.301693
2.043030	0.05	9.289193
2.043864	0.05	9.280599
2.044697	0.05	9.281771
2.045530	0.05	9.306250
2.046364	0.05	9.334635
2.047197	0.05	9.382031
2.048030	0.05	9.450260
2.048864	0.05	9.533594
2.049697	0.05	9.605599
2.050530	0.05	9.669922
2.051364	0.05	9.716797
2.052197	0.05	9.750000
2.053030	0.05	9.768359
2.053864	0.05	9.791146
2.054697	0.05	9.810547
2.055530	0.05	9.803516
2.056364	0.05	9.775911
2.057197	0.05	9.747005
2.058030	0.05	9.729557
2.058864	0.05	9.710417
2.059697	0.05	9.688932
2.060530	0.05	9.667969
2.061364	0.05	9.654818
2.062197	0.05	9.655599
2.063030	0.05	9.671224
2.063864	0.05	9.691276
2.064697	0.05	9.706641
2.065530	0.05	9.722396
2.066364	0.05	9.742057
2.067197	0.05	9.782031
2.068030	0.05	9.832552
2.068864	0.05	9.889193
2.069697	0.05	9.947526
2.070530	0.05	10.009766
2.071364	0.05	10.085677
2.072197	0.05	10.150391
2.073030	0.05	10.217057
2.073864	0.05	10.290104
2.074697	0.05	10.365234
2.075530	0.05	10.437500
2.076364	0.05	10.506641
2.077197	0.05	10.580469
2.078030	0.05	10.654557
2.078864	0.05	10.729688
2.079697	0.05	10.807292
2.080530	0.05	10.879036
2.081364	0.05	10.933073
2.082197	0.05	10.975781
2.083030	0.05	11.001563
2.083864	0.05	11.028125
2.084697	0.05	11.062630
2.085530	0.05	11.107813
2.086364	0.05	11.165495
2.087197	0.05	11.226563
2.088030	0.05	11.297135
2.088864	0.05	11.360026
2.089697	0.05	11.431641
2.090530	0.05	11.518750
2.091364	0.05	11.630729
2.092197	0.05	11.758594
2.093030	0.05	11.887760
2.093864	0.05	12.008333
2.094697	0.05	12.120182
2.095530	0.05	12.215625
2.096364	0.05	12.293229
2.097197	0.05	12.346745
2.098030	0.05	12.367057
2.098864	0.05	12.354297
2.099697	0.05	12.320443
2.100530	0.05	12.286719
2.101364	0.05	12.260286
2.102197	0.05	12.235026
2.103030	0.05	12.208203
2.103864	0.05	12.201172
2.104697	0.05	12.210677
2.105530	0.05	12.249349
2.106364	0.05	12.299870
2.107197	0.05	12.365755
2.108030	0.05	12.449870
2.108864	0.05	12.558594
2.109697	0.05	12.701302
2.110530	0.05	12.864583
2.111364	0.05	13.049219
2.112197	0.05	13.247135
2.113030	0.05	13.469792
2.113864	0.05	13.702474
2.114697	0.05	13.943750
2.115530	0.05	14.158594
2.116364	0.05	14.330078
2.117197	0.05	14.445964
2.118030	0.05	14.516667
2.118864	0.05	14.557031
2.119697	0.05	14.558203
2.120530	0.05	14.522396
2.121364	0.05	14.446094
2.122197	0.05	14.355469
2.123030	0.05	14.252995
2.123864	0.05	14.130599
2.124697	0.05	13.977474
2.125530	0.05	13.808724
2.126364	0.05	13.643620
2.127197	0.05	13.495703
2.128030	0.05	13.351823
2.128864	0.05	13.213411
2.129697	0.05	13.073307
2.130530	0.05	12.947135
2.131364	0.05	12.829297
2.132197	0.05	12.720313
2.133030	0.05	12.622266
2.133864	0.05	12.555339
2.134697	0.05	12.500000
2.135530	0.05	12.463932
2.136364	0.05	12.449870
2.137197	0.05	12.454688
2.138030	0.05	12.448307
2.138864	0.05	12.433594
2.139697	0.05	12.407031
2.140530	0.05	12.399479
2.141364	0.05	12.385807
2.142197	0.05	12.388672
2.143030	0.05	12.405990
2.143864	0.05	12.437630
2.144697	0.05	12.504427
2.145530	0.05	12.591667
2.146364	0.05	12.697266
2.147197	0.05	12.805078
2.148030	0.05	12.930990
2.148864	0.05	13.074479
2.149697	0.05	13.239063
2.150530	0.05	13.386979
2.151364	0.05	13.522005
2.152197	0.05	13.633724
2.153030	0.05	13.717578
2.153864	0.05	13.765234
2.154697	0.05	13.763672
2.155530	0.05	13.759635
2.156364	0.05	13.747135
2.157197	0.05	13.729688
2.158030	0.05	13.697917
2.158864	0.05	13.658984
2.159697	0.05	13.624870
2.160530	0.05	13.588151
2.161364	0.05	13.548307
2.162197	0.05	13.516016
2.163030	0.05	13.476172
2.163864	0.05	13.432682
2.164697	0.05	13.383333
2.165530	0.05	13.353255
2.166364	0.05	13.340365
2.167197	0.05	13.343880
2.168030	0.05	13.338542
2.168864	0.05	13.345964
2.169697	0.05	13.352474
2.170530	0.05	13.356641
2.171364	0.05	13.367188
2.172197	0.05	13.379427
2.173030	0.05	13.415495
2.173864	0.05	13.446615
2.174697	0.05	13.467839
2.175530	0.05	13.494661
2.176364	0.05	13.526432
2.177197	0.05	13.560026
2.178030	0.05	13.576172
2.178864	0.05	13.582552
2.179697	0.05	13.602995
2.180530	0.05	13.638021
2.181364	0.05	13.686328
2.182197	0.05	13.745703
2.183030	0.05	13.800781
2.183864	0.05	13.856771
2.184697	0.05	13.906250
2.185530	0.05	13.959505
2.186364	0.05	14.023438
2.187197	0.05	14.091797
2.188030	0.05	14.156641
2.188864	0.05	14.205990
2.189697	0.05	14.260677
2.190530	0.05	14.311068
2.191364	0.05	14.359766
2.192197	0.05	14.391146
2.193030	0.05	14.431641
2.193864	0.05	14.469531
2.194697	0.05	14.505729
2.195530	0.05	14.547917
2.196364	0.05	14.601302
2.197197	0.05	14.689063
2.198030	0.05	14.795313
2.198864	0.05	14.922786
2.199697	0.05	15.053516
2.200530	0.05	15.191406
2.201364	0.05	15.341146
2.202197	0.05	15.503646
2.203030	0.05	15.661328
2.203864	0.05	15.821615
2.204697	0.05	15.978906
2.205530	0.05	16.141536
2.206364	0.05	16.299219
2.207197	0.05	16.435417
2.208030	0.05	16.567969
2.208864	0.05	16.680469
2.209697	0.05	16.767839
2.210530	0.05	16.823828
2.211364	0.05	16.838151
2.212197	0.05	16.828385
2.213030	0.05	16.781380
2.213864	0.05	16.706771
2.214697	0.05	16.613021
2.215530	0.05	16.527344
2.216364	0.05	16.449089
2.217197	0.05	16.369141
2.218030	0.05	16.248958
2.218864	0.05	16.100000
2.219697	0.05	15.942839
2.220530	0.05	15.805339
2.221364	0.05	15.694271
