File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/677.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	PHB 10ug/mL
Injection Number	34
Position	2
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Calibration Standard
Status	Finished
Injection Date	3/10/2023
Injection Time	5:08:57 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000114
Time Max. (min)	8.022614
Data Points	9628
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.505339
Signal Max.	64,955.890234
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
4.151780	0.05	294.280208
4.152614	0.05	294.214323
4.153447	0.05	294.199349
4.154280	0.05	294.200391
4.155114	0.05	294.202214
4.155947	0.05	294.225130
4.156780	0.05	294.230729
4.157614	0.05	294.189974
4.158447	0.05	294.132292
4.159280	0.05	294.114844
4.160114	0.05	294.136328
4.160947	0.05	294.187370
4.161780	0.05	294.211328
4.162614	0.05	294.236979
4.163447	0.05	294.257943
4.164280	0.05	294.300260
4.165114	0.05	294.309896
4.165947	0.05	294.249089
4.166780	0.05	294.183203
4.167614	0.05	294.125260
4.168447	0.05	294.088281
4.169280	0.05	294.036719
4.170114	0.05	294.036979
4.170947	0.05	294.012370
4.171780	0.05	293.911979
4.172614	0.05	293.774219
4.173447	0.05	293.626042
4.174280	0.05	293.500000
4.175114	0.05	293.320182
4.175947	0.05	293.158854
4.176780	0.05	293.049349
4.177614	0.05	293.000130
4.178447	0.05	292.999609
4.179280	0.05	292.976042
4.180114	0.05	292.907813
4.180947	0.05	292.805599
4.181780	0.05	292.737891
4.182614	0.05	292.662500
4.183447	0.05	292.601172
4.184280	0.05	292.539583
4.185114	0.05	292.472135
4.185947	0.05	292.389453
4.186780	0.05	292.285807
4.187614	0.05	292.236979
4.188447	0.05	292.217578
4.189280	0.05	292.217318
4.190114	0.05	292.210026
4.190947	0.05	292.226563
4.191780	0.05	292.237630
4.192614	0.05	292.213411
4.193447	0.05	292.163411
4.194280	0.05	292.122656
4.195114	0.05	292.098307
4.195947	0.05	292.107422
4.196780	0.05	292.092057
4.197614	0.05	292.082813
4.198447	0.05	292.024479
4.199280	0.05	292.006380
4.200114	0.05	291.992708
4.200947	0.05	291.981771
4.201780	0.05	291.976563
4.202614	0.05	292.019010
4.203447	0.05	292.077474
4.204280	0.05	292.088932
4.205114	0.05	292.025260
4.205947	0.05	291.996875
4.206780	0.05	292.003646
4.207614	0.05	292.019661
4.208447	0.05	291.943229
4.209280	0.05	291.840885
4.210114	0.05	291.775651
4.210947	0.05	291.782031
4.211780	0.05	291.794661
4.212614	0.05	291.785156
4.213447	0.05	291.782682
4.214280	0.05	291.793880
4.215114	0.05	291.793880
4.215947	0.05	291.791016
4.216780	0.05	291.758594
4.217614	0.05	291.642708
4.218447	0.05	291.488411
4.219280	0.05	291.422135
4.220114	0.05	291.464063
4.220947	0.05	291.534115
4.221780	0.05	291.581901
4.222614	0.05	291.614323
4.223447	0.05	291.626693
4.224280	0.05	291.601693
4.225114	0.05	291.576953
4.225947	0.05	291.555990
4.226780	0.05	291.509896
4.227614	0.05	291.427604
4.228447	0.05	291.373307
4.229280	0.05	291.334375
4.230114	0.05	291.336719
4.230947	0.05	291.340625
4.231780	0.05	291.371745
4.232614	0.05	291.405339
4.233447	0.05	291.372786
4.234280	0.05	291.287500
4.235114	0.05	291.214193
4.235947	0.05	291.191797
4.236780	0.05	291.242448
4.237614	0.05	291.312109
4.238447	0.05	291.380599
4.239280	0.05	291.401302
4.240114	0.05	291.369141
4.240947	0.05	291.274219
4.241780	0.05	291.158333
4.242614	0.05	291.064974
4.243447	0.05	291.037630
4.244280	0.05	291.018750
4.245114	0.05	290.982161
4.245947	0.05	290.941146
4.246780	0.05	290.960807
4.247614	0.05	290.969401
4.248447	0.05	290.977344
4.249280	0.05	290.905078
4.250114	0.05	290.843880
4.250947	0.05	290.740365
4.251780	0.05	290.670703
4.252614	0.05	290.644010
4.253447	0.05	290.643750
4.254280	0.05	290.649349
4.255114	0.05	290.638932
4.255947	0.05	290.596484
4.256780	0.05	290.567448
4.257614	0.05	290.515885
4.258447	0.05	290.527083
4.259280	0.05	290.515625
4.260114	0.05	290.523958
4.260947	0.05	290.591016
4.261780	0.05	290.670703
4.262614	0.05	290.739583
4.263447	0.05	290.748568
4.264280	0.05	290.782682
4.265114	0.05	290.827083
4.265947	0.05	290.809505
4.266780	0.05	290.751302
4.267614	0.05	290.698698
4.268447	0.05	290.714323
4.269280	0.05	290.725130
4.270114	0.05	290.750391
4.270947	0.05	290.739063
4.271780	0.05	290.696875
4.272614	0.05	290.618880
4.273447	0.05	290.521484
4.274280	0.05	290.485677
4.275114	0.05	290.512500
4.275947	0.05	290.554818
4.276780	0.05	290.560156
4.277614	0.05	290.493359
4.278447	0.05	290.463021
4.279280	0.05	290.448828
4.280114	0.05	290.397656
4.280947	0.05	290.326953
4.281780	0.05	290.310286
4.282614	0.05	290.339974
4.283447	0.05	290.358073
4.284280	0.05	290.322656
4.285114	0.05	290.269141
4.285947	0.05	290.172656
4.286780	0.05	290.032813
4.287614	0.05	289.901432
4.288447	0.05	289.785156
4.289280	0.05	289.703646
4.290114	0.05	289.632552
4.290947	0.05	289.594010
4.291780	0.05	289.532813
4.292614	0.05	289.496745
4.293447	0.05	289.453776
4.294280	0.05	289.366536
4.295114	0.05	289.259766
4.295947	0.05	289.175391
4.296780	0.05	289.116797
4.297614	0.05	289.077604
4.298447	0.05	289.039583
4.299280	0.05	288.975260
4.300114	0.05	288.864323
4.300947	0.05	288.756250
4.301780	0.05	288.707161
4.302614	0.05	288.658854
4.303447	0.05	288.553125
4.304280	0.05	288.422396
4.305114	0.05	288.281901
4.305947	0.05	288.087500
4.306780	0.05	287.939583
4.307614	0.05	287.843229
4.308447	0.05	287.804557
4.309280	0.05	287.788021
4.310114	0.05	287.752734
4.310947	0.05	287.733594
4.311780	0.05	287.667578
4.312614	0.05	287.542969
4.313447	0.05	287.360286
4.314280	0.05	287.180339
4.315114	0.05	287.077214
4.315947	0.05	287.057682
4.316780	0.05	287.016667
4.317614	0.05	286.961198
4.318447	0.05	286.869922
4.319280	0.05	286.772005
4.320114	0.05	286.664063
4.320947	0.05	286.548177
4.321780	0.05	286.464193
4.322614	0.05	286.371875
4.323447	0.05	286.295182
4.324280	0.05	286.248177
4.325114	0.05	286.279427
4.325947	0.05	286.264583
4.326780	0.05	286.204948
4.327614	0.05	286.107682
4.328447	0.05	286.071875
4.329280	0.05	286.047266
4.330114	0.05	285.925911
4.330947	0.05	285.807031
4.331780	0.05	285.749609
4.332614	0.05	285.786979
4.333447	0.05	285.846745
4.334280	0.05	285.804818
4.335114	0.05	285.757031
4.335947	0.05	285.731771
4.336780	0.05	285.767578
4.337614	0.05	285.791927
4.338447	0.05	285.789974
4.339280	0.05	285.751953
4.340114	0.05	285.700260
4.340947	0.05	285.643099
4.341780	0.05	285.634245
4.342614	0.05	285.661849
4.343447	0.05	285.642839
4.344280	0.05	285.617708
4.345114	0.05	285.557682
4.345947	0.05	285.499089
4.346780	0.05	285.448698
4.347614	0.05	285.469271
4.348447	0.05	285.541927
4.349280	0.05	285.556380
4.350114	0.05	285.539583
4.350947	0.05	285.514453
4.351780	0.05	285.578646
4.352614	0.05	285.664583
4.353447	0.05	285.690625
4.354280	0.05	285.645964
4.355114	0.05	285.554948
4.355947	0.05	285.493490
4.356780	0.05	285.412891
4.357614	0.05	285.336589
4.358447	0.05	285.274089
4.359280	0.05	285.229818
4.360114	0.05	285.132682
4.360947	0.05	285.009635
4.361780	0.05	284.898438
4.362614	0.05	284.813281
4.363447	0.05	284.764714
4.364280	0.05	284.747786
4.365114	0.05	284.752995
4.365947	0.05	284.742578
4.366780	0.05	284.685807
4.367614	0.05	284.596484
4.368447	0.05	284.460417
4.369280	0.05	284.305599
4.370114	0.05	284.169271
4.370947	0.05	284.112240
4.371780	0.05	284.071745
4.372614	0.05	284.030859
4.373447	0.05	283.954557
4.374280	0.05	283.902995
4.375114	0.05	283.861849
4.375947	0.05	283.787891
4.376780	0.05	283.704427
4.377614	0.05	283.591667
4.378447	0.05	283.529036
4.379280	0.05	283.513411
4.380114	0.05	283.499609
4.380947	0.05	283.455208
4.381780	0.05	283.359245
4.382614	0.05	283.273828
4.383447	0.05	283.221354
4.384280	0.05	283.177083
4.385114	0.05	283.127083
4.385947	0.05	283.065885
4.386780	0.05	283.014323
4.387614	0.05	282.973438
4.388447	0.05	282.910938
4.389280	0.05	282.825521
4.390114	0.05	282.800260
4.390947	0.05	282.783724
4.391780	0.05	282.784505
4.392614	0.05	282.745573
4.393447	0.05	282.697917
4.394280	0.05	282.592188
4.395114	0.05	282.431380
4.395947	0.05	282.332813
4.396780	0.05	282.320313
4.397614	0.05	282.332552
4.398447	0.05	282.272396
4.399280	0.05	282.228906
4.400114	0.05	282.176693
4.400947	0.05	282.112891
4.401780	0.05	282.017057
4.402614	0.05	281.952734
4.403447	0.05	281.897656
4.404280	0.05	281.823568
4.405114	0.05	281.761719
4.405947	0.05	281.743880
4.406780	0.05	281.749349
4.407614	0.05	281.749870
4.408447	0.05	281.752474
4.409280	0.05	281.753385
4.410114	0.05	281.710677
4.410947	0.05	281.629427
4.411780	0.05	281.532682
4.412614	0.05	281.453385
4.413447	0.05	281.339453
4.414280	0.05	281.238021
4.415114	0.05	281.200651
4.415947	0.05	281.234635
4.416780	0.05	281.279036
4.417614	0.05	281.308984
4.418447	0.05	281.304297
4.419280	0.05	281.274089
4.420114	0.05	281.222526
4.420947	0.05	281.193750
4.421780	0.05	281.204557
4.422614	0.05	281.196484
4.423447	0.05	281.171875
4.424280	0.05	281.098047
4.425114	0.05	281.041406
4.425947	0.05	280.995833
4.426780	0.05	280.982422
4.427614	0.05	280.976042
4.428447	0.05	280.980078
4.429280	0.05	280.946875
4.430114	0.05	280.906380
4.430947	0.05	280.864193
4.431780	0.05	280.832813
4.432614	0.05	280.819010
4.433447	0.05	280.779297
4.434280	0.05	280.685938
4.435114	0.05	280.548307
4.435947	0.05	280.477214
4.436780	0.05	280.483984
4.437614	0.05	280.485547
4.438447	0.05	280.480469
4.439280	0.05	280.504688
4.440114	0.05	280.526302
4.440947	0.05	280.484505
4.441780	0.05	280.409766
4.442614	0.05	280.387370
4.443447	0.05	280.392578
4.444280	0.05	280.364063
4.445114	0.05	280.341797
4.445947	0.05	280.360286
4.446780	0.05	280.388932
4.447614	0.05	280.390755
4.448447	0.05	280.394010
4.449280	0.05	280.452604
4.450114	0.05	280.549479
4.450947	0.05	280.590104
4.451780	0.05	280.543620
4.452614	0.05	280.477083
4.453447	0.05	280.385807
4.454280	0.05	280.297526
4.455114	0.05	280.225260
4.455947	0.05	280.224089
4.456780	0.05	280.245443
4.457614	0.05	280.246745
4.458447	0.05	280.224349
4.459280	0.05	280.223828
4.460114	0.05	280.183203
4.460947	0.05	280.140234
4.461780	0.05	280.097266
4.462614	0.05	280.095313
4.463447	0.05	280.105339
4.464280	0.05	280.129818
4.465114	0.05	280.133854
4.465947	0.05	280.125000
4.466780	0.05	280.117318
4.467614	0.05	280.120182
4.468447	0.05	280.129688
4.469280	0.05	280.120052
4.470114	0.05	280.032682
4.470947	0.05	279.936719
4.471780	0.05	279.865234
4.472614	0.05	279.882161
4.473447	0.05	279.901172
4.474280	0.05	279.915625
4.475114	0.05	279.935938
4.475947	0.05	279.975391
4.476780	0.05	279.991797
4.477614	0.05	279.972917
4.478447	0.05	279.929818
4.479280	0.05	279.865755
4.480114	0.05	279.825260
4.480947	0.05	279.803906
4.481780	0.05	279.822917
4.482614	0.05	279.791016
4.483447	0.05	279.764063
4.484280	0.05	279.751563
4.485114	0.05	279.809115
4.485947	0.05	279.862370
4.486780	0.05	279.899740
4.487614	0.05	279.901172
4.488447	0.05	279.905339
4.489280	0.05	279.875391
4.490114	0.05	279.854427
4.490947	0.05	279.814193
4.491780	0.05	279.807031
4.492614	0.05	279.803906
4.493447	0.05	279.821745
4.494280	0.05	279.831120
4.495114	0.05	279.842318
4.495947	0.05	279.833333
4.496780	0.05	279.852474
4.497614	0.05	279.865495
4.498447	0.05	279.824089
4.499280	0.05	279.773047
4.500114	0.05	279.752344
4.500947	0.05	279.811849
4.501780	0.05	279.822396
4.502614	0.05	279.784505
4.503447	0.05	279.754557
4.504280	0.05	279.748047
4.505114	0.05	279.785547
4.505947	0.05	279.785286
4.506780	0.05	279.767318
4.507614	0.05	279.658073
4.508447	0.05	279.545833
4.509280	0.05	279.421224
4.510114	0.05	279.366016
4.510947	0.05	279.311458
4.511780	0.05	279.236328
4.512614	0.05	279.168359
4.513447	0.05	279.090885
4.514280	0.05	279.025260
4.515114	0.05	278.911719
4.515947	0.05	278.826302
4.516780	0.05	278.789193
4.517614	0.05	278.768620
4.518447	0.05	278.726693
4.519280	0.05	278.633724
4.520114	0.05	278.569792
4.520947	0.05	278.535156
4.521780	0.05	278.561979
4.522614	0.05	278.568099
4.523447	0.05	278.543099
4.524280	0.05	278.501563
4.525114	0.05	278.524349
4.525947	0.05	278.580078
4.526780	0.05	278.593620
4.527614	0.05	278.509115
4.528447	0.05	278.406901
4.529280	0.05	278.347005
4.530114	0.05	278.320964
4.530947	0.05	278.268229
4.531780	0.05	278.268359
4.532614	0.05	278.273958
4.533447	0.05	278.289714
4.534280	0.05	278.265885
4.535114	0.05	278.235807
4.535947	0.05	278.187500
4.536780	0.05	278.123828
4.537614	0.05	278.079948
4.538447	0.05	278.063672
4.539280	0.05	278.072135
4.540114	0.05	278.054036
4.540947	0.05	278.013542
4.541780	0.05	277.910417
4.542614	0.05	277.830990
4.543447	0.05	277.790885
4.544280	0.05	277.804167
4.545114	0.05	277.788151
4.545947	0.05	277.749870
4.546780	0.05	277.716797
4.547614	0.05	277.681901
4.548447	0.05	277.604427
4.549280	0.05	277.502083
4.550114	0.05	277.434505
4.550947	0.05	277.417839
4.551780	0.05	277.391927
4.552614	0.05	277.326563
4.553447	0.05	277.257422
4.554280	0.05	277.207422
4.555114	0.05	277.206250
4.555947	0.05	277.228646
4.556780	0.05	277.232813
4.557614	0.05	277.186198
4.558447	0.05	277.099870
4.559280	0.05	277.021875
4.560114	0.05	276.974219
4.560947	0.05	276.948047
4.561780	0.05	276.911589
4.562614	0.05	276.882682
4.563447	0.05	276.835286
4.564280	0.05	276.809115
4.565114	0.05	276.830859
4.565947	0.05	276.902604
4.566780	0.05	276.922786
4.567614	0.05	276.884896
4.568447	0.05	276.844401
4.569280	0.05	276.843880
4.570114	0.05	276.900130
4.570947	0.05	276.914974
4.571780	0.05	276.880859
4.572614	0.05	276.804818
4.573447	0.05	276.803516
4.574280	0.05	276.841276
4.575114	0.05	276.827083
4.575947	0.05	276.736068
4.576780	0.05	276.666667
4.577614	0.05	276.669141
4.578447	0.05	276.678646
4.579280	0.05	276.671745
4.580114	0.05	276.633073
4.580947	0.05	276.592969
4.581780	0.05	276.575781
4.582614	0.05	276.529167
4.583447	0.05	276.484505
4.584280	0.05	276.419792
4.585114	0.05	276.405990
4.585947	0.05	276.402083
4.586780	0.05	276.374870
4.587614	0.05	276.285417
4.588447	0.05	276.158724
4.589280	0.05	276.052083
4.590114	0.05	275.958203
4.590947	0.05	275.890234
4.591780	0.05	275.835286
4.592614	0.05	275.829948
4.593447	0.05	275.864583
4.594280	0.05	275.869922
4.595114	0.05	275.872786
4.595947	0.05	275.828776
4.596780	0.05	275.759505
4.597614	0.05	275.670703
4.598447	0.05	275.613542
4.599280	0.05	275.603516
4.600114	0.05	275.591927
4.600947	0.05	275.541276
4.601780	0.05	275.457161
4.602614	0.05	275.363542
4.603447	0.05	275.291276
4.604280	0.05	275.261589
4.605114	0.05	275.242057
4.605947	0.05	275.228906
4.606780	0.05	275.219531
4.607614	0.05	275.252995
4.608447	0.05	275.304297
4.609280	0.05	275.397656
4.610114	0.05	275.449609
4.610947	0.05	275.447786
4.611780	0.05	275.404948
4.612614	0.05	275.344922
4.613447	0.05	275.308724
4.614280	0.05	275.257682
4.615114	0.05	275.260286
4.615947	0.05	275.265885
4.616780	0.05	275.275000
4.617614	0.05	275.210417
4.618447	0.05	275.125130
4.619280	0.05	275.040104
4.620114	0.05	274.975781
4.620947	0.05	274.924870
4.621780	0.05	274.887240
4.622614	0.05	274.868750
4.623447	0.05	274.840885
4.624280	0.05	274.724089
4.625114	0.05	274.553385
4.625947	0.05	274.413802
4.626780	0.05	274.319010
4.627614	0.05	274.260156
4.628447	0.05	274.219922
4.629280	0.05	274.184505
4.630114	0.05	274.144010
4.630947	0.05	274.077995
4.631780	0.05	274.026823
4.632614	0.05	274.001823
4.633447	0.05	273.992839
4.634280	0.05	273.990625
4.635114	0.05	273.952474
4.635947	0.05	273.888802
4.636780	0.05	273.808594
4.637614	0.05	273.764583
4.638447	0.05	273.757292
4.639280	0.05	273.799089
4.640114	0.05	273.783464
4.640947	0.05	273.756120
4.641780	0.05	273.712240
4.642614	0.05	273.689063
4.643447	0.05	273.618750
4.644280	0.05	273.514844
4.645114	0.05	273.451823
4.645947	0.05	273.392839
4.646780	0.05	273.323307
4.647614	0.05	273.217188
4.648447	0.05	273.097526
4.649280	0.05	272.964323
4.650114	0.05	272.818229
4.650947	0.05	272.721615
4.651780	0.05	272.652474
4.652614	0.05	272.600781
4.653447	0.05	272.529557
4.654280	0.05	272.506641
4.655114	0.05	272.450391
4.655947	0.05	272.375651
4.656780	0.05	272.261979
4.657614	0.05	272.156380
4.658447	0.05	272.027474
4.659280	0.05	271.868229
4.660114	0.05	271.740625
4.660947	0.05	271.632292
4.661780	0.05	271.540234
4.662614	0.05	271.454427
4.663447	0.05	271.440234
4.664280	0.05	271.422135
4.665114	0.05	271.359635
4.665947	0.05	271.246484
4.666780	0.05	271.134505
4.667614	0.05	271.026172
4.668447	0.05	270.885807
4.669280	0.05	270.733724
4.670114	0.05	270.602083
4.670947	0.05	270.488281
4.671780	0.05	270.390755
4.672614	0.05	270.294531
4.673447	0.05	270.172656
4.674280	0.05	270.060807
4.675114	0.05	269.954818
4.675947	0.05	269.871484
4.676780	0.05	269.791927
4.677614	0.05	269.736198
4.678447	0.05	269.713411
4.679280	0.05	269.679427
4.680114	0.05	269.602865
4.680947	0.05	269.504688
4.681780	0.05	269.414453
4.682614	0.05	269.355990
4.683447	0.05	269.330208
4.684280	0.05	269.330599
4.685114	0.05	269.316406
4.685947	0.05	269.250781
4.686780	0.05	269.164844
4.687614	0.05	269.068099
4.688447	0.05	268.997786
4.689280	0.05	268.963411
4.690114	0.05	268.940755
4.690947	0.05	268.887891
4.691780	0.05	268.797396
4.692614	0.05	268.700391
4.693447	0.05	268.619792
4.694280	0.05	268.564323
4.695114	0.05	268.541146
4.695947	0.05	268.527083
4.696780	0.05	268.451042
4.697614	0.05	268.365755
4.698447	0.05	268.312891
4.699280	0.05	268.299479
4.700114	0.05	268.319141
4.700947	0.05	268.335547
4.701780	0.05	268.333854
4.702614	0.05	268.308073
4.703447	0.05	268.249349
4.704280	0.05	268.207943
4.705114	0.05	268.148698
4.705947	0.05	268.060807
4.706780	0.05	267.978516
4.707614	0.05	267.905859
4.708447	0.05	267.850391
4.709280	0.05	267.766927
4.710114	0.05	267.673828
4.710947	0.05	267.553516
4.711780	0.05	267.429557
4.712614	0.05	267.343750
4.713447	0.05	267.303255
4.714280	0.05	267.282943
4.715114	0.05	267.261068
4.715947	0.05	267.233984
4.716780	0.05	267.188672
4.717614	0.05	267.102995
4.718447	0.05	267.005859
4.719280	0.05	266.877734
4.720114	0.05	266.772526
4.720947	0.05	266.732161
4.721780	0.05	266.735938
4.722614	0.05	266.748177
4.723447	0.05	266.738151
4.724280	0.05	266.778125
4.725114	0.05	266.762109
4.725947	0.05	266.713932
4.726780	0.05	266.634245
4.727614	0.05	266.594922
4.728447	0.05	266.559245
4.729280	0.05	266.518750
4.730114	0.05	266.500260
4.730947	0.05	266.524089
4.731780	0.05	266.550260
4.732614	0.05	266.544401
4.733447	0.05	266.485938
4.734280	0.05	266.399479
4.735114	0.05	266.326432
4.735947	0.05	266.267188
4.736780	0.05	266.224089
4.737614	0.05	266.192708
4.738447	0.05	266.182682
4.739280	0.05	266.176172
4.740114	0.05	266.147266
4.740947	0.05	266.071224
4.741780	0.05	265.990104
4.742614	0.05	265.934245
4.743447	0.05	265.931120
4.744280	0.05	265.959766
4.745114	0.05	265.989974
4.745947	0.05	265.962760
4.746780	0.05	265.922266
4.747614	0.05	265.842318
4.748447	0.05	265.799609
4.749280	0.05	265.739974
4.750114	0.05	265.716016
4.750947	0.05	265.661589
4.751780	0.05	265.601042
4.752614	0.05	265.504688
4.753447	0.05	265.445313
4.754280	0.05	265.400651
4.755114	0.05	265.362240
4.755947	0.05	265.298568
4.756780	0.05	265.238281
4.757614	0.05	265.188151
4.758447	0.05	265.169531
4.759280	0.05	265.132422
4.760114	0.05	265.115755
4.760947	0.05	265.064714
4.761780	0.05	265.010807
4.762614	0.05	264.914323
4.763447	0.05	264.815885
4.764280	0.05	264.720052
4.765114	0.05	264.639974
4.765947	0.05	264.554688
4.766780	0.05	264.449479
4.767614	0.05	264.352083
4.768447	0.05	264.277083
4.769280	0.05	264.231380
4.770114	0.05	264.187891
4.770947	0.05	264.136328
4.771780	0.05	264.051693
4.772614	0.05	263.944271
4.773447	0.05	263.846354
4.774280	0.05	263.772005
4.775114	0.05	263.722786
4.775947	0.05	263.708333
4.776780	0.05	263.695182
4.777614	0.05	263.656250
4.778447	0.05	263.592578
4.779280	0.05	263.544401
4.780114	0.05	263.497266
4.780947	0.05	263.423698
4.781780	0.05	263.340885
4.782614	0.05	263.257161
4.783447	0.05	263.225000
4.784280	0.05	263.229297
4.785114	0.05	263.308724
4.785947	0.05	263.362109
4.786780	0.05	263.360547
4.787614	0.05	263.269792
4.788447	0.05	263.194531
4.789280	0.05	263.152734
4.790114	0.05	263.148438
4.790947	0.05	263.094141
4.791780	0.05	263.064974
4.792614	0.05	263.034505
4.793447	0.05	263.026302
4.794280	0.05	262.976302
4.795114	0.05	262.944922
4.795947	0.05	262.932552
4.796780	0.05	262.935286
4.797614	0.05	262.915104
4.798447	0.05	262.866536
4.799280	0.05	262.805599
4.800114	0.05	262.731510
4.800947	0.05	262.643099
4.801780	0.05	262.561068
4.802614	0.05	262.464453
4.803447	0.05	262.401302
4.804280	0.05	262.348047
4.805114	0.05	262.319010
4.805947	0.05	262.296875
4.806780	0.05	262.283854
4.807614	0.05	262.274349
4.808447	0.05	262.246094
4.809280	0.05	262.160938
4.810114	0.05	262.100391
4.810947	0.05	262.085938
4.811780	0.05	262.075781
4.812614	0.05	262.008333
4.813447	0.05	261.929297
4.814280	0.05	261.869401
4.815114	0.05	261.841016
4.815947	0.05	261.777214
4.816780	0.05	261.743620
4.817614	0.05	261.719141
4.818447	0.05	261.697656
4.819280	0.05	261.650911
4.820114	0.05	261.614063
4.820947	0.05	261.561068
4.821780	0.05	261.491927
4.822614	0.05	261.377604
4.823447	0.05	261.289583
4.824280	0.05	261.239583
4.825114	0.05	261.232682
4.825947	0.05	261.211328
4.826780	0.05	261.188932
4.827614	0.05	261.171224
4.828447	0.05	261.160938
4.829280	0.05	261.137891
4.830114	0.05	261.097526
4.830947	0.05	261.070573
4.831780	0.05	261.020313
4.832614	0.05	260.928125
4.833447	0.05	260.820833
4.834280	0.05	260.768229
4.835114	0.05	260.736068
4.835947	0.05	260.731641
4.836780	0.05	260.656771
4.837614	0.05	260.590755
4.838447	0.05	260.509896
4.839280	0.05	260.480599
4.840114	0.05	260.499479
4.840947	0.05	260.523568
4.841780	0.05	260.539714
4.842614	0.05	260.507552
4.843447	0.05	260.504818
4.844280	0.05	260.472396
4.845114	0.05	260.392057
4.845947	0.05	260.248958
4.846780	0.05	260.131510
4.847614	0.05	260.057943
4.848447	0.05	260.034766
4.849280	0.05	260.045443
4.850114	0.05	260.054688
4.850947	0.05	260.054688
4.851780	0.05	260.012500
4.852614	0.05	259.967448
4.853447	0.05	259.895833
4.854280	0.05	259.845182
4.855114	0.05	259.810547
4.855947	0.05	259.794792
4.856780	0.05	259.760547
4.857614	0.05	259.740755
4.858447	0.05	259.672005
4.859280	0.05	259.631380
4.860114	0.05	259.593229
4.860947	0.05	259.561589
4.861780	0.05	259.550391
4.862614	0.05	259.573177
4.863447	0.05	259.645443
4.864280	0.05	259.676823
4.865114	0.05	259.702214
4.865947	0.05	259.716406
4.866780	0.05	259.728385
4.867614	0.05	259.668359
4.868447	0.05	259.594401
4.869280	0.05	259.559245
4.870114	0.05	259.562500
4.870947	0.05	259.547526
4.871780	0.05	259.494661
4.872614	0.05	259.491927
4.873447	0.05	259.528255
4.874280	0.05	259.548958
4.875114	0.05	259.491016
4.875947	0.05	259.430729
4.876780	0.05	259.378516
4.877614	0.05	259.330599
4.878447	0.05	259.235156
4.879280	0.05	259.126042
4.880114	0.05	259.033854
4.880947	0.05	258.980599
4.881780	0.05	258.945573
4.882614	0.05	258.936719
4.883447	0.05	258.907161
4.884280	0.05	258.849349
4.885114	0.05	258.788281
4.885947	0.05	258.708854
4.886780	0.05	258.671224
4.887614	0.05	258.632161
4.888447	0.05	258.636068
4.889280	0.05	258.630078
4.890114	0.05	258.611068
4.890947	0.05	258.588672
4.891780	0.05	258.587630
4.892614	0.05	258.577344
4.893447	0.05	258.535417
4.894280	0.05	258.484635
4.895114	0.05	258.470313
4.895947	0.05	258.457552
4.896780	0.05	258.418880
4.897614	0.05	258.362109
4.898447	0.05	258.335286
4.899280	0.05	258.339193
4.900114	0.05	258.342578
4.900947	0.05	258.312500
4.901780	0.05	258.280078
4.902614	0.05	258.219010
4.903447	0.05	258.186198
4.904280	0.05	258.134245
4.905114	0.05	258.062500
4.905947	0.05	257.992057
4.906780	0.05	257.931510
4.907614	0.05	257.898698
4.908447	0.05	257.854297
4.909280	0.05	257.791276
4.910114	0.05	257.744531
4.910947	0.05	257.705729
4.911780	0.05	257.645182
4.912614	0.05	257.558464
4.913447	0.05	257.510286
4.914280	0.05	257.497005
4.915114	0.05	257.494922
4.915947	0.05	257.472396
4.916780	0.05	257.500781
4.917614	0.05	257.529427
4.918447	0.05	257.544792
4.919280	0.05	257.519141
4.920114	0.05	257.492318
4.920947	0.05	257.480208
4.921780	0.05	257.473828
4.922614	0.05	257.438802
4.923447	0.05	257.361458
4.924280	0.05	257.285547
4.925114	0.05	257.242578
4.925947	0.05	257.256641
4.926780	0.05	257.253906
4.927614	0.05	257.244401
4.928447	0.05	257.227083
4.929280	0.05	257.199740
4.930114	0.05	257.195573
4.930947	0.05	257.177344
4.931780	0.05	257.179427
4.932614	0.05	257.127995
4.933447	0.05	257.056901
4.934280	0.05	256.969792
4.935114	0.05	256.921875
4.935947	0.05	256.875781
4.936780	0.05	256.865885
4.937614	0.05	256.840495
4.938447	0.05	256.839714
4.939280	0.05	256.792448
4.940114	0.05	256.743620
4.940947	0.05	256.648828
4.941780	0.05	256.580339
4.942614	0.05	256.537240
4.943447	0.05	256.519922
4.944280	0.05	256.483333
4.945114	0.05	256.394792
4.945947	0.05	256.365755
4.946780	0.05	256.349089
4.947614	0.05	256.348047
4.948447	0.05	256.276563
4.949280	0.05	256.181510
4.950114	0.05	256.109115
4.950947	0.05	256.075521
4.951780	0.05	256.036979
4.952614	0.05	255.962109
