File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/677.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	PHB 10ug/mL
Injection Number	34
Position	2
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Calibration Standard
Status	Finished
Injection Date	3/10/2023
Injection Time	5:08:57 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000114
Time Max. (min)	8.022614
Data Points	9628
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.505339
Signal Max.	64,955.890234
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
1.685947	0.05	31.898177
1.686780	0.05	31.881380
1.687614	0.05	31.735156
1.688447	0.05	31.473047
1.689280	0.05	31.176953
1.690114	0.05	30.926172
1.690947	0.05	30.720052
1.691780	0.05	30.551172
1.692614	0.05	30.419141
1.693447	0.05	30.291146
1.694280	0.05	30.147135
1.695114	0.05	30.010938
1.695947	0.05	29.909635
1.696780	0.05	29.841016
1.697614	0.05	29.783333
1.698447	0.05	29.708984
1.699280	0.05	29.642708
1.700114	0.05	29.590625
1.700947	0.05	29.561589
1.701780	0.05	29.540104
1.702614	0.05	29.502344
1.703447	0.05	29.470052
1.704280	0.05	29.440885
1.705114	0.05	29.409245
1.705947	0.05	29.333854
1.706780	0.05	29.265755
1.707614	0.05	29.224740
1.708447	0.05	29.227083
1.709280	0.05	29.206510
1.710114	0.05	29.142969
1.710947	0.05	29.042969
1.711780	0.05	28.943099
1.712614	0.05	28.855469
1.713447	0.05	28.777604
1.714280	0.05	28.730729
1.715114	0.05	28.706771
1.715947	0.05	28.701563
1.716780	0.05	28.695964
1.717614	0.05	28.671484
1.718447	0.05	28.650260
1.719280	0.05	28.616927
1.720114	0.05	28.581250
1.720947	0.05	28.513281
1.721780	0.05	28.417839
1.722614	0.05	28.306380
1.723447	0.05	28.181771
1.724280	0.05	28.071094
1.725114	0.05	27.978776
1.725947	0.05	27.911198
1.726780	0.05	27.862500
1.727614	0.05	27.800651
1.728447	0.05	27.741146
1.729280	0.05	27.680859
1.730114	0.05	27.655729
1.730947	0.05	27.652214
1.731780	0.05	27.657813
1.732614	0.05	27.648177
1.733447	0.05	27.628255
1.734280	0.05	27.570313
1.735114	0.05	27.483724
1.735947	0.05	27.382292
1.736780	0.05	27.268099
1.737614	0.05	27.163932
1.738447	0.05	27.060807
1.739280	0.05	26.975260
1.740114	0.05	26.893620
1.740947	0.05	26.817708
1.741780	0.05	26.755078
1.742614	0.05	26.695313
1.743447	0.05	26.630729
1.744280	0.05	26.563802
1.745114	0.05	26.517188
1.745947	0.05	26.470313
1.746780	0.05	26.426823
1.747614	0.05	26.363411
1.748447	0.05	26.322526
1.749280	0.05	26.280469
1.750114	0.05	26.233724
1.750947	0.05	26.165234
1.751780	0.05	26.106120
1.752614	0.05	26.053255
1.753447	0.05	26.014583
1.754280	0.05	25.978255
1.755114	0.05	25.971224
1.755947	0.05	25.946224
1.756780	0.05	25.910807
1.757614	0.05	25.853516
1.758447	0.05	25.812630
1.759280	0.05	25.776042
1.760114	0.05	25.754297
1.760947	0.05	25.712500
1.761780	0.05	25.661719
1.762614	0.05	25.590885
1.763447	0.05	25.538672
1.764280	0.05	25.483333
1.765114	0.05	25.433073
1.765947	0.05	25.379948
1.766780	0.05	25.339583
1.767614	0.05	25.294141
1.768447	0.05	25.239063
1.769280	0.05	25.179688
1.770114	0.05	25.104948
1.770947	0.05	25.047786
1.771780	0.05	24.979427
1.772614	0.05	24.910286
1.773447	0.05	24.850391
1.774280	0.05	24.820052
1.775114	0.05	24.813932
1.775947	0.05	24.806771
1.776780	0.05	24.801563
1.777614	0.05	24.796615
1.778447	0.05	24.784766
1.779280	0.05	24.785807
1.780114	0.05	24.775651
1.780947	0.05	24.736589
1.781780	0.05	24.664063
1.782614	0.05	24.613281
1.783447	0.05	24.574349
1.784280	0.05	24.537760
1.785114	0.05	24.524870
1.785947	0.05	24.539844
1.786780	0.05	24.565885
1.787614	0.05	24.560677
1.788447	0.05	24.537370
1.789280	0.05	24.504557
1.790114	0.05	24.485547
1.790947	0.05	24.477604
1.791780	0.05	24.463151
1.792614	0.05	24.440495
1.793447	0.05	24.416146
1.794280	0.05	24.411979
1.795114	0.05	24.416667
1.795947	0.05	24.410807
1.796780	0.05	24.414844
1.797614	0.05	24.400911
1.798447	0.05	24.375000
1.799280	0.05	24.332422
1.800114	0.05	24.299089
1.800947	0.05	24.285286
1.801780	0.05	24.268229
1.802614	0.05	24.231510
1.803447	0.05	24.180078
1.804280	0.05	24.125391
1.805114	0.05	24.094141
1.805947	0.05	24.075651
1.806780	0.05	24.063281
1.807614	0.05	24.037760
1.808447	0.05	24.011198
1.809280	0.05	23.962240
1.810114	0.05	23.908464
1.810947	0.05	23.867969
1.811780	0.05	23.844010
1.812614	0.05	23.831250
1.813447	0.05	23.809766
1.814280	0.05	23.785026
1.815114	0.05	23.750521
1.815947	0.05	23.721354
1.816780	0.05	23.702865
1.817614	0.05	23.681901
1.818447	0.05	23.649349
1.819280	0.05	23.601953
1.820114	0.05	23.562109
1.820947	0.05	23.537370
1.821780	0.05	23.517578
1.822614	0.05	23.482943
1.823447	0.05	23.439063
1.824280	0.05	23.395313
1.825114	0.05	23.383333
1.825947	0.05	23.378516
1.826780	0.05	23.367578
1.827614	0.05	23.356901
1.828447	0.05	23.343359
1.829280	0.05	23.344922
1.830114	0.05	23.331120
1.830947	0.05	23.301693
1.831780	0.05	23.274219
1.832614	0.05	23.235026
1.833447	0.05	23.191406
1.834280	0.05	23.144010
1.835114	0.05	23.109505
1.835947	0.05	23.087500
1.836780	0.05	23.059766
1.837614	0.05	23.055599
1.838447	0.05	23.069661
1.839280	0.05	23.091406
1.840114	0.05	23.088151
1.840947	0.05	23.051432
1.841780	0.05	23.018229
1.842614	0.05	22.999479
1.843447	0.05	23.007813
1.844280	0.05	23.009245
1.845114	0.05	22.999609
1.845947	0.05	23.001953
1.846780	0.05	23.021875
1.847614	0.05	23.064453
1.848447	0.05	23.095703
1.849280	0.05	23.108203
1.850114	0.05	23.093490
1.850947	0.05	23.066276
1.851780	0.05	23.036198
1.852614	0.05	23.001172
1.853447	0.05	22.976172
1.854280	0.05	22.981380
1.855114	0.05	23.002865
1.855947	0.05	23.043099
1.856780	0.05	23.069401
1.857614	0.05	23.086589
1.858447	0.05	23.110547
1.859280	0.05	23.139844
1.860114	0.05	23.184505
1.860947	0.05	23.217578
1.861780	0.05	23.248177
1.862614	0.05	23.274870
1.863447	0.05	23.294531
1.864280	0.05	23.306641
1.865114	0.05	23.306120
1.865947	0.05	23.299740
1.866780	0.05	23.287240
1.867614	0.05	23.300130
1.868447	0.05	23.326953
1.869280	0.05	23.356771
1.870114	0.05	23.370703
1.870947	0.05	23.377734
1.871780	0.05	23.402604
1.872614	0.05	23.432422
1.873447	0.05	23.466797
1.874280	0.05	23.491927
1.875114	0.05	23.510026
1.875947	0.05	23.524089
1.876780	0.05	23.527083
1.877614	0.05	23.522786
1.878447	0.05	23.527995
1.879280	0.05	23.553646
1.880114	0.05	23.597917
1.880947	0.05	23.638151
1.881780	0.05	23.677865
1.882614	0.05	23.702344
1.883447	0.05	23.717318
1.884280	0.05	23.715885
1.885114	0.05	23.741146
1.885947	0.05	23.757031
1.886780	0.05	23.758594
1.887614	0.05	23.722266
1.888447	0.05	23.693359
1.889280	0.05	23.687240
1.890114	0.05	23.723828
1.890947	0.05	23.766797
1.891780	0.05	23.810417
1.892614	0.05	23.828906
1.893447	0.05	23.848958
1.894280	0.05	23.877344
1.895114	0.05	23.913672
1.895947	0.05	23.952344
1.896780	0.05	23.969922
1.897614	0.05	23.975130
1.898447	0.05	23.986458
1.899280	0.05	24.024089
1.900114	0.05	24.088281
1.900947	0.05	24.147526
1.901780	0.05	24.182813
1.902614	0.05	24.199089
1.903447	0.05	24.216146
1.904280	0.05	24.239323
1.905114	0.05	24.276172
1.905947	0.05	24.323307
1.906780	0.05	24.372135
1.907614	0.05	24.428516
1.908447	0.05	24.479818
1.909280	0.05	24.527474
1.910114	0.05	24.569141
1.910947	0.05	24.616276
1.911780	0.05	24.671094
1.912614	0.05	24.730078
1.913447	0.05	24.776953
1.914280	0.05	24.843880
1.915114	0.05	24.907161
1.915947	0.05	24.964063
1.916780	0.05	25.002083
1.917614	0.05	25.033203
1.918447	0.05	25.073177
1.919280	0.05	25.127344
1.920114	0.05	25.180078
1.920947	0.05	25.222266
1.921780	0.05	25.242578
1.922614	0.05	25.241797
1.923447	0.05	25.248307
1.924280	0.05	25.273958
1.925114	0.05	25.311068
1.925947	0.05	25.332813
1.926780	0.05	25.339583
1.927614	0.05	25.365104
1.928447	0.05	25.398828
1.929280	0.05	25.441927
1.930114	0.05	25.489714
1.930947	0.05	25.531641
1.931780	0.05	25.564714
1.932614	0.05	25.590234
1.933447	0.05	25.635417
1.934280	0.05	25.714844
1.935114	0.05	25.806250
1.935947	0.05	25.885026
1.936780	0.05	25.928776
1.937614	0.05	25.939844
1.938447	0.05	25.962760
1.939280	0.05	25.993620
1.940114	0.05	26.062891
1.940947	0.05	26.151563
1.941780	0.05	26.242578
1.942614	0.05	26.312891
1.943447	0.05	26.361328
1.944280	0.05	26.401172
1.945114	0.05	26.435417
1.945947	0.05	26.451823
1.946780	0.05	26.487370
1.947614	0.05	26.541927
1.948447	0.05	26.609115
1.949280	0.05	26.668620
1.950114	0.05	26.731510
1.950947	0.05	26.838932
1.951780	0.05	27.002474
1.952614	0.05	27.205078
1.953447	0.05	27.433203
1.954280	0.05	27.688281
1.955114	0.05	27.995182
1.955947	0.05	28.344531
1.956780	0.05	28.728776
1.957614	0.05	29.126563
1.958447	0.05	29.539323
1.959280	0.05	29.922656
1.960114	0.05	30.244661
1.960947	0.05	30.422526
1.961780	0.05	30.462630
1.962614	0.05	30.411068
1.963447	0.05	30.297135
1.964280	0.05	30.133464
1.965114	0.05	29.917578
1.965947	0.05	29.688281
1.966780	0.05	29.469271
1.967614	0.05	29.276693
1.968447	0.05	29.137370
1.969280	0.05	29.054818
1.970114	0.05	29.028646
1.970947	0.05	29.024349
1.971780	0.05	29.014193
1.972614	0.05	28.979557
1.973447	0.05	28.987240
1.974280	0.05	29.048568
1.975114	0.05	29.116797
1.975947	0.05	29.156380
1.976780	0.05	29.190495
1.977614	0.05	29.236458
1.978447	0.05	29.288932
1.979280	0.05	29.317188
1.980114	0.05	29.331901
1.980947	0.05	29.342708
1.981780	0.05	29.364453
1.982614	0.05	29.389974
1.983447	0.05	29.420833
1.984280	0.05	29.467969
1.985114	0.05	29.540755
1.985947	0.05	29.604167
1.986780	0.05	29.647656
1.987614	0.05	29.695573
1.988447	0.05	29.766406
1.989280	0.05	29.858984
1.990114	0.05	29.950000
1.990947	0.05	30.054948
1.991780	0.05	30.135938
1.992614	0.05	30.200521
1.993447	0.05	30.245833
1.994280	0.05	30.326823
1.995114	0.05	30.444531
1.995947	0.05	30.565885
1.996780	0.05	30.645833
1.997614	0.05	30.716927
1.998447	0.05	30.771745
1.999280	0.05	30.838021
2.000114	0.05	30.910938
2.000947	0.05	31.035026
2.001780	0.05	31.179688
2.002614	0.05	31.282161
2.003447	0.05	31.341536
2.004280	0.05	31.399740
2.005114	0.05	31.501563
2.005947	0.05	31.599740
2.006780	0.05	31.687109
2.007614	0.05	31.764844
2.008447	0.05	31.850260
2.009280	0.05	31.937370
2.010114	0.05	32.023307
2.010947	0.05	32.127344
2.011780	0.05	32.238281
2.012614	0.05	32.335417
2.013447	0.05	32.425521
2.014280	0.05	32.502083
2.015114	0.05	32.566536
2.015947	0.05	32.644141
2.016780	0.05	32.749479
2.017614	0.05	32.849479
2.018447	0.05	32.953516
2.019280	0.05	33.069661
2.020114	0.05	33.180990
2.020947	0.05	33.273307
2.021780	0.05	33.342057
2.022614	0.05	33.448047
2.023447	0.05	33.545573
2.024280	0.05	33.646745
2.025114	0.05	33.740495
2.025947	0.05	33.835286
2.026780	0.05	33.909766
2.027614	0.05	33.952995
2.028447	0.05	33.974219
2.029280	0.05	33.991016
2.030114	0.05	34.063672
2.030947	0.05	34.163672
2.031780	0.05	34.234896
2.032614	0.05	34.253516
2.033447	0.05	34.273047
2.034280	0.05	34.335026
2.035114	0.05	34.379818
2.035947	0.05	34.386328
2.036780	0.05	34.383724
2.037614	0.05	34.405990
2.038447	0.05	34.448958
2.039280	0.05	34.473828
2.040114	0.05	34.502865
2.040947	0.05	34.526172
2.041780	0.05	34.583203
2.042614	0.05	34.644401
2.043447	0.05	34.702734
2.044280	0.05	34.730990
2.045114	0.05	34.765234
2.045947	0.05	34.798047
2.046780	0.05	34.839974
2.047614	0.05	34.876823
2.048447	0.05	34.898438
2.049280	0.05	34.905469
2.050114	0.05	34.884375
2.050947	0.05	34.866536
2.051780	0.05	34.861849
2.052614	0.05	34.872005
2.053447	0.05	34.889974
2.054280	0.05	34.908724
2.055114	0.05	34.931641
2.055947	0.05	34.955859
2.056780	0.05	34.963411
2.057614	0.05	34.982031
2.058447	0.05	35.020052
2.059280	0.05	35.044010
2.060114	0.05	35.040885
2.060947	0.05	35.014714
2.061780	0.05	35.019010
2.062614	0.05	35.004297
2.063447	0.05	34.977083
2.064280	0.05	34.938151
2.065114	0.05	34.977474
2.065947	0.05	35.049219
2.066780	0.05	35.094401
2.067614	0.05	35.097656
2.068447	0.05	35.071094
2.069280	0.05	35.068229
2.070114	0.05	35.049219
2.070947	0.05	35.053255
2.071780	0.05	35.048307
2.072614	0.05	35.044661
2.073447	0.05	35.047786
2.074280	0.05	35.064714
2.075114	0.05	35.074089
2.075947	0.05	35.089193
2.076780	0.05	35.114974
2.077614	0.05	35.158984
2.078447	0.05	35.188672
2.079280	0.05	35.205859
2.080114	0.05	35.233203
2.080947	0.05	35.261198
2.081780	0.05	35.296224
2.082614	0.05	35.332031
2.083447	0.05	35.363151
2.084280	0.05	35.395443
2.085114	0.05	35.421354
2.085947	0.05	35.451432
2.086780	0.05	35.482943
2.087614	0.05	35.515495
2.088447	0.05	35.576563
2.089280	0.05	35.689323
2.090114	0.05	35.804688
2.090947	0.05	35.891406
2.091780	0.05	35.913542
2.092614	0.05	35.927214
2.093447	0.05	35.961849
2.094280	0.05	36.024609
2.095114	0.05	36.106250
2.095947	0.05	36.168490
2.096780	0.05	36.242318
2.097614	0.05	36.306250
2.098447	0.05	36.391927
2.099280	0.05	36.483854
2.100114	0.05	36.593229
2.100947	0.05	36.728385
2.101780	0.05	36.856510
2.102614	0.05	36.978125
2.103447	0.05	37.065365
2.104280	0.05	37.156250
2.105114	0.05	37.261198
2.105947	0.05	37.382682
2.106780	0.05	37.511328
2.107614	0.05	37.643099
2.108447	0.05	37.776042
2.109280	0.05	37.897005
2.110114	0.05	37.975651
2.110947	0.05	38.046745
2.111780	0.05	38.135547
2.112614	0.05	38.243490
2.113447	0.05	38.332813
2.114280	0.05	38.401693
2.115114	0.05	38.462630
2.115947	0.05	38.483333
2.116780	0.05	38.457031
2.117614	0.05	38.453255
2.118447	0.05	38.478646
2.119280	0.05	38.510938
2.120114	0.05	38.509766
2.120947	0.05	38.519010
2.121780	0.05	38.575651
2.122614	0.05	38.630859
2.123447	0.05	38.703516
2.124280	0.05	38.771224
2.125114	0.05	38.873828
2.125947	0.05	38.994401
2.126780	0.05	39.105469
2.127614	0.05	39.228516
2.128447	0.05	39.347786
2.129280	0.05	39.472786
2.130114	0.05	39.597005
2.130947	0.05	39.719922
2.131780	0.05	39.860026
2.132614	0.05	39.954818
2.133447	0.05	40.036719
2.134280	0.05	40.083333
2.135114	0.05	40.169401
2.135947	0.05	40.289974
2.136780	0.05	40.427344
2.137614	0.05	40.552083
2.138447	0.05	40.652344
2.139280	0.05	40.764323
2.140114	0.05	40.877344
2.140947	0.05	41.002344
2.141780	0.05	41.119010
2.142614	0.05	41.249349
2.143447	0.05	41.370703
2.144280	0.05	41.491016
2.145114	0.05	41.635807
2.145947	0.05	41.773438
2.146780	0.05	41.926172
2.147614	0.05	42.028776
2.148447	0.05	42.185547
2.149280	0.05	42.368099
2.150114	0.05	42.564583
2.150947	0.05	42.745964
2.151780	0.05	42.930469
2.152614	0.05	43.138151
2.153447	0.05	43.344141
2.154280	0.05	43.568880
2.155114	0.05	43.814974
2.155947	0.05	44.053776
2.156780	0.05	44.289193
2.157614	0.05	44.554948
2.158447	0.05	44.853385
2.159280	0.05	45.143880
2.160114	0.05	45.405469
2.160947	0.05	45.651693
2.161780	0.05	45.896224
2.162614	0.05	46.136719
2.163447	0.05	46.347005
2.164280	0.05	46.511328
2.165114	0.05	46.672135
2.165947	0.05	46.817839
2.166780	0.05	46.961589
2.167614	0.05	47.075000
2.168447	0.05	47.183464
2.169280	0.05	47.301432
2.170114	0.05	47.432943
2.170947	0.05	47.591406
2.171780	0.05	47.746094
2.172614	0.05	47.877474
2.173447	0.05	47.998307
2.174280	0.05	48.147656
2.175114	0.05	48.292708
2.175947	0.05	48.448177
2.176780	0.05	48.601042
2.177614	0.05	48.758724
2.178447	0.05	48.886328
2.179280	0.05	48.995182
2.180114	0.05	49.154297
2.180947	0.05	49.347786
2.181780	0.05	49.520313
2.182614	0.05	49.696224
2.183447	0.05	49.869010
2.184280	0.05	50.037891
2.185114	0.05	50.181641
2.185947	0.05	50.346484
2.186780	0.05	50.549219
2.187614	0.05	50.752734
2.188447	0.05	50.940625
2.189280	0.05	51.110286
2.190114	0.05	51.270182
2.190947	0.05	51.428776
2.191780	0.05	51.618099
2.192614	0.05	51.832682
2.193447	0.05	52.026172
2.194280	0.05	52.195313
2.195114	0.05	52.358073
2.195947	0.05	52.546745
2.196780	0.05	52.751432
2.197614	0.05	52.959115
2.198447	0.05	53.175651
2.199280	0.05	53.415365
2.200114	0.05	53.730599
2.200947	0.05	54.113672
2.201780	0.05	54.478906
2.202614	0.05	54.787109
2.203447	0.05	55.077865
2.204280	0.05	55.401823
2.205114	0.05	55.763802
2.205947	0.05	56.101693
2.206780	0.05	56.404818
2.207614	0.05	56.640755
2.208447	0.05	56.836979
2.209280	0.05	57.051042
2.210114	0.05	57.242708
2.210947	0.05	57.390365
2.211780	0.05	57.490625
2.212614	0.05	57.576823
2.213447	0.05	57.654427
2.214280	0.05	57.774349
2.215114	0.05	57.883854
2.215947	0.05	58.035547
2.216780	0.05	58.132422
2.217614	0.05	58.268750
2.218447	0.05	58.386589
2.219280	0.05	58.523828
2.220114	0.05	58.690104
2.220947	0.05	58.945182
2.221780	0.05	59.221484
2.222614	0.05	59.442969
2.223447	0.05	59.592839
2.224280	0.05	59.726302
2.225114	0.05	59.890234
2.225947	0.05	60.011719
2.226780	0.05	60.125391
2.227614	0.05	60.247917
2.228447	0.05	60.367448
2.229280	0.05	60.455078
2.230114	0.05	60.543229
2.230947	0.05	60.708073
2.231780	0.05	60.947526
2.232614	0.05	61.213151
2.233447	0.05	61.496094
2.234280	0.05	61.824349
2.235114	0.05	62.130339
2.235947	0.05	62.340625
2.236780	0.05	62.419922
2.237614	0.05	62.486979
2.238447	0.05	62.552214
2.239280	0.05	62.595964
2.240114	0.05	62.596484
2.240947	0.05	62.650260
2.241780	0.05	62.813802
2.242614	0.05	63.050391
2.243447	0.05	63.274740
2.244280	0.05	63.523047
2.245114	0.05	63.732422
2.245947	0.05	63.973177
2.246780	0.05	64.183724
2.247614	0.05	64.441016
2.248447	0.05	64.726563
2.249280	0.05	65.011068
2.250114	0.05	65.252474
2.250947	0.05	65.484245
2.251780	0.05	65.709375
2.252614	0.05	65.974870
2.253447	0.05	66.210417
2.254280	0.05	66.433464
2.255114	0.05	66.699479
2.255947	0.05	67.030078
2.256780	0.05	67.376302
2.257614	0.05	67.680859
2.258447	0.05	67.943229
2.259280	0.05	68.224089
2.260114	0.05	68.485156
2.260947	0.05	68.733203
2.261780	0.05	69.005599
2.262614	0.05	69.276302
2.263447	0.05	69.523177
2.264280	0.05	69.733333
2.265114	0.05	69.932031
2.265947	0.05	70.102734
2.266780	0.05	70.213021
2.267614	0.05	70.289844
2.268447	0.05	70.363151
2.269280	0.05	70.484635
2.270114	0.05	70.701432
2.270947	0.05	70.970573
2.271780	0.05	71.288542
2.272614	0.05	71.653125
2.273447	0.05	72.057682
2.274280	0.05	72.476693
2.275114	0.05	72.891146
2.275947	0.05	73.347656
2.276780	0.05	73.904427
2.277614	0.05	74.534375
2.278447	0.05	75.251563
2.279280	0.05	76.024089
2.280114	0.05	76.900651
2.280947	0.05	77.877474
2.281780	0.05	78.863932
2.282614	0.05	79.860286
2.283447	0.05	80.915495
2.284280	0.05	82.038411
2.285114	0.05	83.262240
2.285947	0.05	84.576693
2.286780	0.05	85.959375
2.287614	0.05	87.322005
2.288447	0.05	88.579297
2.289280	0.05	89.637370
2.290114	0.05	90.498568
2.290947	0.05	91.154688
2.291780	0.05	91.661198
2.292614	0.05	91.879297
2.293447	0.05	91.780599
2.294280	0.05	91.426042
2.295114	0.05	90.955078
2.295947	0.05	90.368620
2.296780	0.05	89.685938
2.297614	0.05	88.968620
2.298447	0.05	88.319401
2.299280	0.05	87.817188
2.300114	0.05	87.373958
2.300947	0.05	87.033984
2.301780	0.05	86.809635
2.302614	0.05	86.741927
2.303447	0.05	86.762370
2.304280	0.05	86.819401
2.305114	0.05	86.941667
2.305947	0.05	87.096094
2.306780	0.05	87.288672
2.307614	0.05	87.498177
2.308447	0.05	87.782813
2.309280	0.05	88.107682
2.310114	0.05	88.422786
2.310947	0.05	88.722005
2.311780	0.05	89.055990
2.312614	0.05	89.452865
2.313447	0.05	89.851693
2.314280	0.05	90.258333
2.315114	0.05	90.665104
2.315947	0.05	91.063802
2.316780	0.05	91.408073
2.317614	0.05	91.768620
2.318447	0.05	92.190104
2.319280	0.05	92.645182
2.320114	0.05	93.039974
2.320947	0.05	93.372396
2.321780	0.05	93.689063
2.322614	0.05	94.084635
2.323447	0.05	94.566927
2.324280	0.05	95.019661
2.325114	0.05	95.430729
2.325947	0.05	95.792318
2.326780	0.05	96.214193
2.327614	0.05	96.620833
2.328447	0.05	97.047917
2.329280	0.05	97.522656
2.330114	0.05	97.994792
2.330947	0.05	98.442578
2.331780	0.05	98.818620
2.332614	0.05	99.304427
2.333447	0.05	99.862240
2.334280	0.05	100.423438
2.335114	0.05	100.895443
2.335947	0.05	101.322526
2.336780	0.05	101.793099
2.337614	0.05	102.288151
2.338447	0.05	102.728385
2.339280	0.05	103.120313
2.340114	0.05	103.420964
2.340947	0.05	103.797656
2.341780	0.05	104.257161
2.342614	0.05	104.710026
2.343447	0.05	105.065495
2.344280	0.05	105.261589
2.345114	0.05	105.494401
2.345947	0.05	105.753125
2.346780	0.05	106.038802
2.347614	0.05	106.373958
2.348447	0.05	106.784505
2.349280	0.05	107.304948
2.350114	0.05	107.787240
2.350947	0.05	108.270052
2.351780	0.05	108.788281
2.352614	0.05	109.391927
2.353447	0.05	109.980599
2.354280	0.05	110.489063
2.355114	0.05	110.936979
2.355947	0.05	111.410026
2.356780	0.05	111.920313
2.357614	0.05	112.419531
2.358447	0.05	112.836328
2.359280	0.05	113.200651
2.360114	0.05	113.615885
2.360947	0.05	114.020573
2.361780	0.05	114.423698
2.362614	0.05	114.874609
2.363447	0.05	115.376432
2.364280	0.05	115.880990
2.365114	0.05	116.389453
2.365947	0.05	116.919792
2.366780	0.05	117.518490
2.367614	0.05	118.083203
2.368447	0.05	118.668229
2.369280	0.05	119.278125
2.370114	0.05	119.870443
2.370947	0.05	120.445313
2.371780	0.05	120.994792
2.372614	0.05	121.543880
2.373447	0.05	122.087500
2.374280	0.05	122.665234
2.375114	0.05	123.278516
2.375947	0.05	123.978125
2.376780	0.05	124.625260
2.377614	0.05	125.247005
2.378447	0.05	125.765755
2.379280	0.05	126.288932
2.380114	0.05	126.782552
2.380947	0.05	127.348438
2.381780	0.05	127.992188
2.382614	0.05	128.725130
2.383447	0.05	129.472005
2.384280	0.05	130.172917
2.385114	0.05	130.896484
2.385947	0.05	131.702344
2.386780	0.05	132.615625
2.387614	0.05	133.544531
2.388447	0.05	134.495964
2.389280	0.05	135.427604
2.390114	0.05	136.375130
2.390947	0.05	137.309635
2.391780	0.05	138.231510
2.392614	0.05	139.123568
2.393447	0.05	140.055859
2.394280	0.05	140.987891
2.395114	0.05	142.024609
2.395947	0.05	143.252604
2.396780	0.05	144.568229
2.397614	0.05	145.822005
2.398447	0.05	146.916146
2.399280	0.05	148.065495
2.400114	0.05	149.373568
2.400947	0.05	150.824740
2.401780	0.05	152.344661
2.402614	0.05	153.945182
2.403447	0.05	155.501693
2.404280	0.05	156.985547
2.405114	0.05	158.357813
2.405947	0.05	159.696484
2.406780	0.05	160.936849
2.407614	0.05	162.116146
2.408447	0.05	163.232813
2.409280	0.05	164.428125
2.410114	0.05	165.666536
2.410947	0.05	166.878125
2.411780	0.05	168.131250
2.412614	0.05	169.539063
2.413447	0.05	171.285547
2.414280	0.05	173.517188
2.415114	0.05	176.432682
2.415947	0.05	180.319661
2.416780	0.05	185.423568
2.417614	0.05	191.917578
2.418447	0.05	200.004948
2.419280	0.05	209.635417
2.420114	0.05	221.106901
2.420947	0.05	234.434896
2.421780	0.05	249.303776
2.422614	0.05	265.391927
2.423447	0.05	281.920573
2.424280	0.05	298.150521
2.425114	0.05	313.996875
2.425947	0.05	329.704036
2.426780	0.05	345.710938
2.427614	0.05	361.962891
2.428447	0.05	378.750130
2.429280	0.05	397.098047
2.430114	0.05	417.188802
2.430947	0.05	439.610547
2.431780	0.05	465.454818
2.432614	0.05	494.598177
2.433447	0.05	526.491797
2.434280	0.05	559.177995
2.435114	0.05	592.266016
2.435947	0.05	623.389323
2.436780	0.05	649.535026
2.437614	0.05	668.672917
2.438447	0.05	679.974219
2.439280	0.05	683.014453
2.440114	0.05	674.508073
2.440947	0.05	652.189063
2.441780	0.05	615.944141
2.442614	0.05	568.936458
2.443447	0.05	514.527995
2.444280	0.05	456.897526
2.445114	0.05	399.876172
2.445947	0.05	347.458333
2.446780	0.05	301.639453
2.447614	0.05	263.217578
2.448447	0.05	232.237240
2.449280	0.05	207.951042
2.450114	0.05	189.178776
2.450947	0.05	174.609896
2.451780	0.05	163.230729
2.452614	0.05	154.368229
2.453447	0.05	147.342708
2.454280	0.05	141.689063
2.455114	0.05	137.082292
2.455947	0.05	133.439453
2.456780	0.05	130.548047
2.457614	0.05	128.137760
2.458447	0.05	126.030339
2.459280	0.05	124.116927
2.460114	0.05	122.438151
2.460947	0.05	120.936719
2.461780	0.05	119.672786
2.462614	0.05	118.608984
2.463447	0.05	117.648568
2.464280	0.05	116.748047
2.465114	0.05	115.900911
2.465947	0.05	115.133333
2.466780	0.05	114.466927
2.467614	0.05	113.915234
2.468447	0.05	113.503906
2.469280	0.05	113.146224
2.470114	0.05	112.865885
2.470947	0.05	112.633464
2.471780	0.05	112.558594
2.472614	0.05	112.560938
2.473447	0.05	112.695573
2.474280	0.05	112.927083
2.475114	0.05	113.395313
2.475947	0.05	114.194922
2.476780	0.05	115.406901
2.477614	0.05	117.039583
2.478447	0.05	119.169792
2.479280	0.05	121.960026
2.480114	0.05	125.520573
2.480947	0.05	129.983464
2.481780	0.05	135.481120
2.482614	0.05	141.984375
2.483447	0.05	149.417839
2.484280	0.05	157.852083
2.485114	0.05	167.222786
2.485947	0.05	176.947396
2.486780	0.05	186.207422
