File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/908.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	Form 3
Injection Number	31
Position	7
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Unknown
Status	Finished
Injection Date	3/10/2023
Injection Time	4:39:28 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000225
Time Max. (min)	8.022725
Data Points	9628
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.617708
Signal Max.	63,973.105859
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
4.236058	0.05	135.195313
4.236892	0.05	135.210156
4.237725	0.05	135.219792
4.238558	0.05	135.240755
4.239392	0.05	135.251042
4.240225	0.05	135.269531
4.241058	0.05	135.264714
4.241892	0.05	135.227865
4.242725	0.05	135.188542
4.243558	0.05	135.180859
4.244392	0.05	135.214974
4.245225	0.05	135.246094
4.246058	0.05	135.253776
4.246892	0.05	135.236849
4.247725	0.05	135.234115
4.248558	0.05	135.221875
4.249392	0.05	135.208854
4.250225	0.05	135.202474
4.251058	0.05	135.216146
4.251892	0.05	135.223698
4.252725	0.05	135.221094
4.253558	0.05	135.229948
4.254392	0.05	135.246484
4.255225	0.05	135.239063
4.256058	0.05	135.203255
4.256892	0.05	135.157292
4.257725	0.05	135.115495
4.258558	0.05	135.080469
4.259392	0.05	135.045833
4.260225	0.05	135.045052
4.261058	0.05	135.057943
4.261892	0.05	135.086849
4.262725	0.05	135.084375
4.263558	0.05	135.070833
4.264392	0.05	135.059375
4.265225	0.05	135.063932
4.266058	0.05	135.056120
4.266892	0.05	135.034635
4.267725	0.05	135.003516
4.268558	0.05	134.985677
4.269392	0.05	135.000911
4.270225	0.05	135.038932
4.271058	0.05	135.084896
4.271892	0.05	135.100521
4.272725	0.05	135.099609
4.273558	0.05	135.109635
4.274392	0.05	135.127604
4.275225	0.05	135.126563
4.276058	0.05	135.098828
4.276892	0.05	135.067318
4.277725	0.05	135.065365
4.278558	0.05	135.070313
4.279392	0.05	135.051432
4.280225	0.05	135.024740
4.281058	0.05	135.013411
4.281892	0.05	135.054688
4.282725	0.05	135.094010
4.283558	0.05	135.083854
4.284392	0.05	135.046484
4.285225	0.05	135.018490
4.286058	0.05	135.021615
4.286892	0.05	135.019010
4.287725	0.05	135.001823
4.288558	0.05	134.976302
4.289392	0.05	134.966536
4.290225	0.05	134.975521
4.291058	0.05	134.988672
4.291892	0.05	134.978125
4.292725	0.05	134.939844
4.293558	0.05	134.904427
4.294392	0.05	134.878906
4.295225	0.05	134.863151
4.296058	0.05	134.867057
4.296892	0.05	134.867188
4.297725	0.05	134.868359
4.298558	0.05	134.836198
4.299392	0.05	134.781250
4.300225	0.05	134.716927
4.301058	0.05	134.668229
4.301892	0.05	134.633203
4.302725	0.05	134.582943
4.303558	0.05	134.523958
4.304392	0.05	134.469531
4.305225	0.05	134.449089
4.306058	0.05	134.438411
4.306892	0.05	134.423828
4.307725	0.05	134.398047
4.308558	0.05	134.356120
4.309392	0.05	134.310156
4.310225	0.05	134.251302
4.311058	0.05	134.208984
4.311892	0.05	134.160026
4.312725	0.05	134.101432
4.313558	0.05	134.046745
4.314392	0.05	133.999219
4.315225	0.05	133.967708
4.316058	0.05	133.959505
4.316892	0.05	133.971745
4.317725	0.05	133.997656
4.318558	0.05	133.974219
4.319392	0.05	133.921484
4.320225	0.05	133.851172
4.321058	0.05	133.816016
4.321892	0.05	133.805208
4.322725	0.05	133.796224
4.323558	0.05	133.771484
4.324392	0.05	133.724349
4.325225	0.05	133.699870
4.326058	0.05	133.691016
4.326892	0.05	133.704948
4.327725	0.05	133.703646
4.328558	0.05	133.699609
4.329392	0.05	133.710547
4.330225	0.05	133.719141
4.331058	0.05	133.706510
4.331892	0.05	133.667708
4.332725	0.05	133.633984
4.333558	0.05	133.601563
4.334392	0.05	133.592578
4.335225	0.05	133.606641
4.336058	0.05	133.638932
4.336892	0.05	133.645573
4.337725	0.05	133.615104
4.338558	0.05	133.581120
4.339392	0.05	133.554557
4.340225	0.05	133.556641
4.341058	0.05	133.580599
4.341892	0.05	133.632422
4.342725	0.05	133.661719
4.343558	0.05	133.673568
4.344392	0.05	133.684245
4.345225	0.05	133.752083
4.346058	0.05	133.819271
4.346892	0.05	133.874740
4.347725	0.05	133.884505
4.348558	0.05	133.914714
4.349392	0.05	133.916146
4.350225	0.05	133.915234
4.351058	0.05	133.887760
4.351892	0.05	133.844401
4.352725	0.05	133.803906
4.353558	0.05	133.781641
4.354392	0.05	133.797656
4.355225	0.05	133.785156
4.356058	0.05	133.756771
4.356892	0.05	133.698438
4.357725	0.05	133.635547
4.358558	0.05	133.583724
4.359392	0.05	133.528125
4.360225	0.05	133.477604
4.361058	0.05	133.397786
4.361892	0.05	133.316667
4.362725	0.05	133.258594
4.363558	0.05	133.205859
4.364392	0.05	133.186328
4.365225	0.05	133.132943
4.366058	0.05	133.087500
4.366892	0.05	133.029557
4.367725	0.05	132.968490
4.368558	0.05	132.904297
4.369392	0.05	132.823307
4.370225	0.05	132.759375
4.371058	0.05	132.695182
4.371892	0.05	132.647786
4.372725	0.05	132.599609
4.373558	0.05	132.555208
4.374392	0.05	132.511589
4.375225	0.05	132.472005
4.376058	0.05	132.413281
4.376892	0.05	132.378646
4.377725	0.05	132.363672
4.378558	0.05	132.332943
4.379392	0.05	132.290365
4.380225	0.05	132.239974
4.381058	0.05	132.255729
4.381892	0.05	132.233464
4.382725	0.05	132.212500
4.383558	0.05	132.161458
4.384392	0.05	132.136849
4.385225	0.05	132.097786
4.386058	0.05	132.054427
4.386892	0.05	132.004427
4.387725	0.05	131.964844
4.388558	0.05	131.914193
4.389392	0.05	131.879948
4.390225	0.05	131.873047
4.391058	0.05	131.880729
4.391892	0.05	131.864714
4.392725	0.05	131.817578
4.393558	0.05	131.746224
4.394392	0.05	131.692839
4.395225	0.05	131.646224
4.396058	0.05	131.621094
4.396892	0.05	131.613281
4.397725	0.05	131.603255
4.398558	0.05	131.560677
4.399392	0.05	131.476953
4.400225	0.05	131.404297
4.401058	0.05	131.393229
4.401892	0.05	131.407682
4.402725	0.05	131.403255
4.403558	0.05	131.382682
4.404392	0.05	131.374609
4.405225	0.05	131.384896
4.406058	0.05	131.370964
4.406892	0.05	131.323958
4.407725	0.05	131.282161
4.408558	0.05	131.248307
4.409392	0.05	131.219401
4.410225	0.05	131.208333
4.411058	0.05	131.224740
4.411892	0.05	131.215625
4.412725	0.05	131.159115
4.413558	0.05	131.098698
4.414392	0.05	131.095052
4.415225	0.05	131.114323
4.416058	0.05	131.112630
4.416892	0.05	131.069792
4.417725	0.05	131.032292
4.418558	0.05	131.011719
4.419392	0.05	131.035547
4.420225	0.05	131.054818
4.421058	0.05	131.079688
4.421892	0.05	131.082031
4.422725	0.05	131.080339
4.423558	0.05	131.090495
4.424392	0.05	131.119010
4.425225	0.05	131.152995
4.426058	0.05	131.166797
4.426892	0.05	131.177083
4.427725	0.05	131.211068
4.428558	0.05	131.248047
4.429392	0.05	131.262370
4.430225	0.05	131.266406
4.431058	0.05	131.271615
4.431892	0.05	131.288932
4.432725	0.05	131.274870
4.433558	0.05	131.235286
4.434392	0.05	131.200911
4.435225	0.05	131.195573
4.436058	0.05	131.210156
4.436892	0.05	131.229167
4.437725	0.05	131.227344
4.438558	0.05	131.238802
4.439392	0.05	131.259896
4.440225	0.05	131.294271
4.441058	0.05	131.323958
4.441892	0.05	131.342969
4.442725	0.05	131.346354
4.443558	0.05	131.345964
4.444392	0.05	131.361198
4.445225	0.05	131.381380
4.446058	0.05	131.396094
4.446892	0.05	131.393359
4.447725	0.05	131.393229
4.448558	0.05	131.406901
4.449392	0.05	131.434635
4.450225	0.05	131.462891
4.451058	0.05	131.471745
4.451892	0.05	131.459505
4.452725	0.05	131.444922
4.453558	0.05	131.466927
4.454392	0.05	131.510026
4.455225	0.05	131.567318
4.456058	0.05	131.603255
4.456892	0.05	131.617188
4.457725	0.05	131.625911
4.458558	0.05	131.641667
4.459392	0.05	131.667969
4.460225	0.05	131.667708
4.461058	0.05	131.658073
4.461892	0.05	131.649740
4.462725	0.05	131.651172
4.463558	0.05	131.642448
4.464392	0.05	131.630469
4.465225	0.05	131.628385
4.466058	0.05	131.612109
4.466892	0.05	131.604688
4.467725	0.05	131.600000
4.468558	0.05	131.604167
4.469392	0.05	131.610677
4.470225	0.05	131.624349
4.471058	0.05	131.657422
4.471892	0.05	131.670573
4.472725	0.05	131.657031
4.473558	0.05	131.640885
4.474392	0.05	131.640755
4.475225	0.05	131.654036
4.476058	0.05	131.650130
4.476892	0.05	131.638151
4.477725	0.05	131.647266
4.478558	0.05	131.657943
4.479392	0.05	131.664714
4.480225	0.05	131.659115
4.481058	0.05	131.645052
4.481892	0.05	131.631380
4.482725	0.05	131.613672
4.483558	0.05	131.598828
4.484392	0.05	131.590625
4.485225	0.05	131.611979
4.486058	0.05	131.620313
4.486892	0.05	131.634375
4.487725	0.05	131.601172
4.488558	0.05	131.600000
4.489392	0.05	131.607292
4.490225	0.05	131.649870
4.491058	0.05	131.672917
4.491892	0.05	131.673438
4.492725	0.05	131.648307
4.493558	0.05	131.632422
4.494392	0.05	131.627734
4.495225	0.05	131.631901
4.496058	0.05	131.645313
4.496892	0.05	131.661589
4.497725	0.05	131.669271
4.498558	0.05	131.688281
4.499392	0.05	131.689714
4.500225	0.05	131.709635
4.501058	0.05	131.719010
4.501892	0.05	131.743880
4.502725	0.05	131.748958
4.503558	0.05	131.737760
4.504392	0.05	131.741536
4.505225	0.05	131.759115
4.506058	0.05	131.785417
4.506892	0.05	131.791146
4.507725	0.05	131.768750
4.508558	0.05	131.748438
4.509392	0.05	131.737891
4.510225	0.05	131.744661
4.511058	0.05	131.736068
4.511892	0.05	131.693359
4.512725	0.05	131.643099
4.513558	0.05	131.612370
4.514392	0.05	131.595182
4.515225	0.05	131.597135
4.516058	0.05	131.617448
4.516892	0.05	131.633464
4.517725	0.05	131.631380
4.518558	0.05	131.584375
4.519392	0.05	131.534505
4.520225	0.05	131.486849
4.521058	0.05	131.448438
4.521892	0.05	131.416146
4.522725	0.05	131.382552
4.523558	0.05	131.337760
4.524392	0.05	131.282422
4.525225	0.05	131.234896
4.526058	0.05	131.217057
4.526892	0.05	131.239453
4.527725	0.05	131.258333
4.528558	0.05	131.257292
4.529392	0.05	131.203125
4.530225	0.05	131.162500
4.531058	0.05	131.127995
4.531892	0.05	131.115755
4.532725	0.05	131.093099
4.533558	0.05	131.090234
4.534392	0.05	131.089193
4.535225	0.05	131.100260
4.536058	0.05	131.107682
4.536892	0.05	131.125391
4.537725	0.05	131.147266
4.538558	0.05	131.165104
4.539392	0.05	131.185938
4.540225	0.05	131.192708
4.541058	0.05	131.191276
4.541892	0.05	131.167448
4.542725	0.05	131.147917
4.543558	0.05	131.099870
4.544392	0.05	131.087109
4.545225	0.05	131.062370
4.546058	0.05	131.053776
4.546892	0.05	131.013542
4.547725	0.05	130.986589
4.548558	0.05	130.991146
4.549392	0.05	130.991927
4.550225	0.05	130.992318
4.551058	0.05	130.960938
4.551892	0.05	130.950911
4.552725	0.05	130.922656
4.553558	0.05	130.897396
4.554392	0.05	130.875130
4.555225	0.05	130.876302
4.556058	0.05	130.910807
4.556892	0.05	130.930599
4.557725	0.05	130.936849
4.558558	0.05	130.917969
4.559392	0.05	130.911719
4.560225	0.05	130.925781
4.561058	0.05	130.945052
4.561892	0.05	130.956641
4.562725	0.05	130.937240
4.563558	0.05	130.912370
4.564392	0.05	130.885026
4.565225	0.05	130.879297
4.566058	0.05	130.881120
4.566892	0.05	130.880599
4.567725	0.05	130.884896
4.568558	0.05	130.880078
4.569392	0.05	130.873177
4.570225	0.05	130.848047
4.571058	0.05	130.807292
4.571892	0.05	130.769271
4.572725	0.05	130.719010
4.573558	0.05	130.675911
4.574392	0.05	130.651953
4.575225	0.05	130.651823
4.576058	0.05	130.646875
4.576892	0.05	130.616797
4.577725	0.05	130.578646
4.578558	0.05	130.541927
4.579392	0.05	130.508724
4.580225	0.05	130.467578
4.581058	0.05	130.440495
4.581892	0.05	130.408203
4.582725	0.05	130.360677
4.583558	0.05	130.333464
4.584392	0.05	130.342969
4.585225	0.05	130.373698
4.586058	0.05	130.370313
4.586892	0.05	130.332943
4.587725	0.05	130.305469
4.588558	0.05	130.277995
4.589392	0.05	130.259635
4.590225	0.05	130.241667
4.591058	0.05	130.211849
4.591892	0.05	130.170052
4.592725	0.05	130.141276
4.593558	0.05	130.132292
4.594392	0.05	130.155469
4.595225	0.05	130.131510
4.596058	0.05	130.091016
4.596892	0.05	130.035417
4.597725	0.05	130.008854
4.598558	0.05	129.987370
4.599392	0.05	129.950260
4.600225	0.05	129.903516
4.601058	0.05	129.861328
4.601892	0.05	129.838151
4.602725	0.05	129.836849
4.603558	0.05	129.858333
4.604392	0.05	129.868750
4.605225	0.05	129.845182
4.606058	0.05	129.794661
4.606892	0.05	129.733073
4.607725	0.05	129.696354
4.608558	0.05	129.678385
4.609392	0.05	129.672917
4.610225	0.05	129.668620
4.611058	0.05	129.661719
4.611892	0.05	129.646094
4.612725	0.05	129.611849
4.613558	0.05	129.578125
4.614392	0.05	129.533333
4.615225	0.05	129.513672
4.616058	0.05	129.516146
4.616892	0.05	129.545703
4.617725	0.05	129.548438
4.618558	0.05	129.497786
4.619392	0.05	129.440234
4.620225	0.05	129.408594
4.621058	0.05	129.389583
4.621892	0.05	129.361328
4.622725	0.05	129.329297
4.623558	0.05	129.309375
4.624392	0.05	129.305859
4.625225	0.05	129.293620
4.626058	0.05	129.293359
4.626892	0.05	129.289583
4.627725	0.05	129.280599
4.628558	0.05	129.247917
4.629392	0.05	129.231641
4.630225	0.05	129.225000
4.631058	0.05	129.243359
4.631892	0.05	129.243490
4.632725	0.05	129.236979
4.633558	0.05	129.219531
4.634392	0.05	129.198307
4.635225	0.05	129.185286
4.636058	0.05	129.174089
4.636892	0.05	129.175391
4.637725	0.05	129.185547
4.638558	0.05	129.203646
4.639392	0.05	129.218229
4.640225	0.05	129.219401
4.641058	0.05	129.219922
4.641892	0.05	129.207682
4.642725	0.05	129.181380
4.643558	0.05	129.163151
4.644392	0.05	129.144531
4.645225	0.05	129.154948
4.646058	0.05	129.147396
4.646892	0.05	129.141146
4.647725	0.05	129.116797
4.648558	0.05	129.101172
4.649392	0.05	129.095182
4.650225	0.05	129.111719
4.651058	0.05	129.132031
4.651892	0.05	129.142969
4.652725	0.05	129.094922
4.653558	0.05	129.036979
4.654392	0.05	128.990755
4.655225	0.05	128.979427
4.656058	0.05	128.963932
4.656892	0.05	128.893359
4.657725	0.05	128.801432
4.658558	0.05	128.720964
4.659392	0.05	128.691797
4.660225	0.05	128.665234
4.661058	0.05	128.633464
4.661892	0.05	128.580208
4.662725	0.05	128.542969
4.663558	0.05	128.483594
4.664392	0.05	128.435026
4.665225	0.05	128.414063
4.666058	0.05	128.421354
4.666892	0.05	128.417318
4.667725	0.05	128.390495
4.668558	0.05	128.354297
4.669392	0.05	128.293359
4.670225	0.05	128.239193
4.671058	0.05	128.191797
4.671892	0.05	128.199609
4.672725	0.05	128.172656
4.673558	0.05	128.131380
4.674392	0.05	128.052214
4.675225	0.05	128.001953
4.676058	0.05	127.945833
4.676892	0.05	127.907943
4.677725	0.05	127.878385
4.678558	0.05	127.850911
4.679392	0.05	127.830078
4.680225	0.05	127.808854
4.681058	0.05	127.772135
4.681892	0.05	127.737500
4.682725	0.05	127.690104
4.683558	0.05	127.661849
4.684392	0.05	127.639063
4.685225	0.05	127.632813
4.686058	0.05	127.634245
4.686892	0.05	127.638411
4.687725	0.05	127.630859
4.688558	0.05	127.623568
4.689392	0.05	127.595313
4.690225	0.05	127.561719
4.691058	0.05	127.532161
4.691892	0.05	127.514714
4.692725	0.05	127.505208
4.693558	0.05	127.467708
4.694392	0.05	127.409635
4.695225	0.05	127.356641
4.696058	0.05	127.327474
4.696892	0.05	127.298438
4.697725	0.05	127.265495
4.698558	0.05	127.224219
4.699392	0.05	127.211068
4.700225	0.05	127.200391
4.701058	0.05	127.174219
4.701892	0.05	127.137630
4.702725	0.05	127.110938
4.703558	0.05	127.089453
4.704392	0.05	127.032552
4.705225	0.05	126.960286
4.706058	0.05	126.922917
4.706892	0.05	126.922656
4.707725	0.05	126.930339
4.708558	0.05	126.917188
4.709392	0.05	126.898958
4.710225	0.05	126.879557
4.711058	0.05	126.853255
4.711892	0.05	126.823698
4.712725	0.05	126.792318
4.713558	0.05	126.774740
4.714392	0.05	126.749089
4.715225	0.05	126.708984
4.716058	0.05	126.669271
4.716892	0.05	126.639714
4.717725	0.05	126.617578
4.718558	0.05	126.593880
4.719392	0.05	126.597656
4.720225	0.05	126.611068
4.721058	0.05	126.604948
4.721892	0.05	126.567448
4.722725	0.05	126.526953
4.723558	0.05	126.498047
4.724392	0.05	126.455078
4.725225	0.05	126.410286
4.726058	0.05	126.375260
4.726892	0.05	126.362630
4.727725	0.05	126.321615
4.728558	0.05	126.281510
4.729392	0.05	126.258724
4.730225	0.05	126.251172
4.731058	0.05	126.251042
4.731892	0.05	126.233333
4.732725	0.05	126.200000
4.733558	0.05	126.137240
4.734392	0.05	126.082813
4.735225	0.05	126.041797
4.736058	0.05	126.008333
4.736892	0.05	125.962370
4.737725	0.05	125.924740
4.738558	0.05	125.879818
4.739392	0.05	125.857552
4.740225	0.05	125.824609
4.741058	0.05	125.808984
4.741892	0.05	125.763932
4.742725	0.05	125.728516
4.743558	0.05	125.686068
4.744392	0.05	125.652214
4.745225	0.05	125.624349
4.746058	0.05	125.601302
4.746892	0.05	125.579818
4.747725	0.05	125.563802
4.748558	0.05	125.543490
4.749392	0.05	125.521875
4.750225	0.05	125.501693
4.751058	0.05	125.520052
4.751892	0.05	125.551693
4.752725	0.05	125.550911
4.753558	0.05	125.499609
4.754392	0.05	125.442839
4.755225	0.05	125.410938
4.756058	0.05	125.405859
4.756892	0.05	125.400651
4.757725	0.05	125.390495
4.758558	0.05	125.397786
4.759392	0.05	125.406901
4.760225	0.05	125.394922
4.761058	0.05	125.348307
4.761892	0.05	125.294010
4.762725	0.05	125.263672
4.763558	0.05	125.231641
4.764392	0.05	125.189323
4.765225	0.05	125.137109
4.766058	0.05	125.083984
4.766892	0.05	125.070573
4.767725	0.05	125.080729
4.768558	0.05	125.079948
4.769392	0.05	125.051563
4.770225	0.05	125.005990
4.771058	0.05	124.985286
4.771892	0.05	124.964453
4.772725	0.05	124.932422
4.773558	0.05	124.889063
4.774392	0.05	124.849349
4.775225	0.05	124.811198
4.776058	0.05	124.766797
4.776892	0.05	124.753906
4.777725	0.05	124.766406
4.778558	0.05	124.802474
4.779392	0.05	124.791797
4.780225	0.05	124.772656
4.781058	0.05	124.727474
4.781892	0.05	124.683203
4.782725	0.05	124.635547
4.783558	0.05	124.593880
4.784392	0.05	124.562891
4.785225	0.05	124.536589
4.786058	0.05	124.526302
4.786892	0.05	124.504948
4.787725	0.05	124.494531
4.788558	0.05	124.474870
4.789392	0.05	124.461849
4.790225	0.05	124.434896
4.791058	0.05	124.441667
4.791892	0.05	124.464583
4.792725	0.05	124.490104
4.793558	0.05	124.460417
4.794392	0.05	124.396224
4.795225	0.05	124.320703
4.796058	0.05	124.278125
4.796892	0.05	124.252865
4.797725	0.05	124.237109
4.798558	0.05	124.218750
4.799392	0.05	124.212891
4.800225	0.05	124.205208
4.801058	0.05	124.182552
4.801892	0.05	124.159245
4.802725	0.05	124.131510
4.803558	0.05	124.091536
4.804392	0.05	124.078125
4.805225	0.05	124.079818
4.806058	0.05	124.112109
4.806892	0.05	124.115885
4.807725	0.05	124.114323
4.808558	0.05	124.118229
4.809392	0.05	124.130469
4.810225	0.05	124.155078
4.811058	0.05	124.154297
4.811892	0.05	124.117448
4.812725	0.05	124.078255
4.813558	0.05	124.050130
4.814392	0.05	124.036719
4.815225	0.05	124.010156
4.816058	0.05	123.996745
4.816892	0.05	124.005859
4.817725	0.05	123.996615
4.818558	0.05	123.989453
4.819392	0.05	123.969010
4.820225	0.05	123.956120
4.821058	0.05	123.929948
4.821892	0.05	123.872656
4.822725	0.05	123.819661
4.823558	0.05	123.774740
4.824392	0.05	123.766016
4.825225	0.05	123.757422
4.826058	0.05	123.732031
4.826892	0.05	123.693880
4.827725	0.05	123.653385
4.828558	0.05	123.609635
4.829392	0.05	123.571354
4.830225	0.05	123.547005
4.831058	0.05	123.556120
4.831892	0.05	123.573307
4.832725	0.05	123.589844
4.833558	0.05	123.584245
4.834392	0.05	123.563932
4.835225	0.05	123.530208
4.836058	0.05	123.513542
4.836892	0.05	123.530078
4.837725	0.05	123.543229
4.838558	0.05	123.549870
4.839392	0.05	123.538802
4.840225	0.05	123.537891
4.841058	0.05	123.527083
4.841892	0.05	123.515495
4.842725	0.05	123.495052
4.843558	0.05	123.480208
4.844392	0.05	123.457422
4.845225	0.05	123.441016
4.846058	0.05	123.426302
4.846892	0.05	123.404427
4.847725	0.05	123.391016
4.848558	0.05	123.389193
4.849392	0.05	123.385547
4.850225	0.05	123.392448
4.851058	0.05	123.367057
4.851892	0.05	123.345313
4.852725	0.05	123.306380
4.853558	0.05	123.272917
4.854392	0.05	123.261719
4.855225	0.05	123.247005
4.856058	0.05	123.240234
4.856892	0.05	123.205208
4.857725	0.05	123.180208
4.858558	0.05	123.161068
4.859392	0.05	123.153776
4.860225	0.05	123.143620
4.861058	0.05	123.130599
4.861892	0.05	123.119922
4.862725	0.05	123.118229
4.863558	0.05	123.130859
4.864392	0.05	123.138281
4.865225	0.05	123.137500
4.866058	0.05	123.134505
4.866892	0.05	123.133724
4.867725	0.05	123.136849
4.868558	0.05	123.138672
4.869392	0.05	123.132813
4.870225	0.05	123.114063
4.871058	0.05	123.079818
4.871892	0.05	123.042318
4.872725	0.05	123.019922
4.873558	0.05	122.993750
4.874392	0.05	122.963802
4.875225	0.05	122.925911
4.876058	0.05	122.916667
4.876892	0.05	122.919141
4.877725	0.05	122.928255
4.878558	0.05	122.938672
4.879392	0.05	122.958073
4.880225	0.05	122.987240
4.881058	0.05	123.004427
4.881892	0.05	123.026953
4.882725	0.05	123.028516
4.883558	0.05	123.011068
4.884392	0.05	122.997917
4.885225	0.05	122.981250
4.886058	0.05	122.972005
4.886892	0.05	122.966536
4.887725	0.05	122.983073
4.888558	0.05	123.001563
4.889392	0.05	123.000000
4.890225	0.05	122.979427
4.891058	0.05	122.953385
4.891892	0.05	122.928125
4.892725	0.05	122.910417
4.893558	0.05	122.914193
4.894392	0.05	122.928646
4.895225	0.05	122.949609
4.896058	0.05	122.961198
4.896892	0.05	122.958203
4.897725	0.05	122.939193
4.898558	0.05	122.937240
4.899392	0.05	122.947005
4.900225	0.05	122.977474
4.901058	0.05	122.971615
4.901892	0.05	122.941667
4.902725	0.05	122.900651
4.903558	0.05	122.873307
4.904392	0.05	122.863021
4.905225	0.05	122.859635
4.906058	0.05	122.869141
4.906892	0.05	122.894141
4.907725	0.05	122.912109
4.908558	0.05	122.904297
4.909392	0.05	122.908073
4.910225	0.05	122.920964
4.911058	0.05	122.934896
4.911892	0.05	122.916927
4.912725	0.05	122.891667
4.913558	0.05	122.883203
4.914392	0.05	122.880859
4.915225	0.05	122.835417
4.916058	0.05	122.808464
4.916892	0.05	122.783854
4.917725	0.05	122.814453
4.918558	0.05	122.820182
4.919392	0.05	122.815234
4.920225	0.05	122.784375
4.921058	0.05	122.762500
4.921892	0.05	122.776432
4.922725	0.05	122.803125
4.923558	0.05	122.822005
4.924392	0.05	122.812630
4.925225	0.05	122.798698
4.926058	0.05	122.799740
4.926892	0.05	122.829688
4.927725	0.05	122.860156
4.928558	0.05	122.863151
4.929392	0.05	122.821875
4.930225	0.05	122.783724
4.931058	0.05	122.773047
4.931892	0.05	122.791797
4.932725	0.05	122.805859
4.933558	0.05	122.816016
4.934392	0.05	122.816667
4.935225	0.05	122.847266
4.936058	0.05	122.858724
4.936892	0.05	122.857682
4.937725	0.05	122.814714
4.938558	0.05	122.787370
4.939392	0.05	122.790755
4.940225	0.05	122.811719
4.941058	0.05	122.822266
4.941892	0.05	122.807682
4.942725	0.05	122.788542
4.943558	0.05	122.775000
4.944392	0.05	122.766536
4.945225	0.05	122.762500
4.946058	0.05	122.755208
4.946892	0.05	122.743099
4.947725	0.05	122.716797
4.948558	0.05	122.677734
4.949392	0.05	122.636589
4.950225	0.05	122.612891
4.951058	0.05	122.620833
4.951892	0.05	122.621615
4.952725	0.05	122.617839
4.953558	0.05	122.593620
4.954392	0.05	122.597135
4.955225	0.05	122.604036
4.956058	0.05	122.586328
4.956892	0.05	122.553255
4.957725	0.05	122.520443
4.958558	0.05	122.505078
4.959392	0.05	122.489323
4.960225	0.05	122.476042
4.961058	0.05	122.472396
4.961892	0.05	122.476172
4.962725	0.05	122.483333
4.963558	0.05	122.475911
4.964392	0.05	122.468620
4.965225	0.05	122.443359
4.966058	0.05	122.428385
4.966892	0.05	122.420703
4.967725	0.05	122.415104
4.968558	0.05	122.412109
4.969392	0.05	122.413411
4.970225	0.05	122.427083
4.971058	0.05	122.443880
4.971892	0.05	122.429167
4.972725	0.05	122.432682
4.973558	0.05	122.448307
4.974392	0.05	122.469401
4.975225	0.05	122.466536
4.976058	0.05	122.449740
4.976892	0.05	122.452995
4.977725	0.05	122.471875
4.978558	0.05	122.486458
4.979392	0.05	122.495833
4.980225	0.05	122.483333
4.981058	0.05	122.488672
4.981892	0.05	122.508073
4.982725	0.05	122.555729
4.983558	0.05	122.590365
4.984392	0.05	122.598698
4.985225	0.05	122.599870
4.986058	0.05	122.585286
4.986892	0.05	122.580208
4.987725	0.05	122.567448
4.988558	0.05	122.583073
4.989392	0.05	122.615625
4.990225	0.05	122.672135
4.991058	0.05	122.746224
4.991892	0.05	122.827214
4.992725	0.05	122.918359
4.993558	0.05	123.007813
4.994392	0.05	123.070182
4.995225	0.05	123.104297
4.996058	0.05	123.129557
4.996892	0.05	123.180729
4.997725	0.05	123.248828
4.998558	0.05	123.323177
4.999392	0.05	123.392708
5.000225	0.05	123.446484
5.001058	0.05	123.496745
5.001892	0.05	123.536849
5.002725	0.05	123.588021
5.003558	0.05	123.627995
5.004392	0.05	123.661068
5.005225	0.05	123.693099
5.006058	0.05	123.735938
5.006892	0.05	123.795052
5.007725	0.05	123.837760
5.008558	0.05	123.854427
5.009392	0.05	123.863281
5.010225	0.05	123.869141
5.011058	0.05	123.890625
5.011892	0.05	123.917578
5.012725	0.05	123.949219
5.013558	0.05	123.967318
5.014392	0.05	123.923047
5.015225	0.05	123.868620
5.016058	0.05	123.816016
5.016892	0.05	123.778776
5.017725	0.05	123.746094
5.018558	0.05	123.694792
5.019392	0.05	123.665365
5.020225	0.05	123.614323
5.021058	0.05	123.566927
5.021892	0.05	123.504948
5.022725	0.05	123.437500
5.023558	0.05	123.367578
5.024392	0.05	123.300130
5.025225	0.05	123.243099
5.026058	0.05	123.179297
5.026892	0.05	123.109766
5.027725	0.05	123.029167
5.028558	0.05	122.957682
5.029392	0.05	122.893099
5.030225	0.05	122.841667
5.031058	0.05	122.778646
5.031892	0.05	122.724609
5.032725	0.05	122.651172
5.033558	0.05	122.576563
5.034392	0.05	122.476302
5.035225	0.05	122.398047
5.036058	0.05	122.337500
5.036892	0.05	122.281120
5.037725	0.05	122.233854
