File Path	chrom://marshall/Chromeleon7/GC6850-F/Users/kellerp/20230310_PKe_PHB_836_Daria.seq/908.smp/GC_1.channel
Channel	GC_1

Injection Information:
Data Vault	Chromeleon7
Injection	Form 3
Injection Number	31
Position	7
Comment	
Processing Method	PHB
Instrument Method	20230310_PHB_quantification_adapted
Type	Unknown
Status	Finished
Injection Date	3/10/2023
Injection Time	4:39:28 PM
Injection Volume (µl)	1.00
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000225
Time Max. (min)	8.022725
Data Points	9628
Detector	GC
Generating Data System	Chromeleon 7.2.8.10783
Exporting Data System	Chromeleon 7.2.8.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	pA
Signal Min.	-3.617708
Signal Max.	63,973.105859
Channel	GC_1
Driver Name	Hp6850
Channel Type	Evaluation
Min. Step (s)	0.05
Max. Step (s)	0.05
Average Step (s)	0.05

Signal Parameter Information:
Signal Info	

Raw Data:
Time (min)	Step (s)	Value (pA)
1.839392	0.05	10.589063
1.840225	0.05	10.556120
1.841058	0.05	10.542578
1.841892	0.05	10.521224
1.842725	0.05	10.498438
1.843558	0.05	10.478906
1.844392	0.05	10.464583
1.845225	0.05	10.451823
1.846058	0.05	10.440625
1.846892	0.05	10.444141
1.847725	0.05	10.440885
1.848558	0.05	10.438672
1.849392	0.05	10.442839
1.850225	0.05	10.458333
1.851058	0.05	10.461589
1.851892	0.05	10.452734
1.852725	0.05	10.452214
1.853558	0.05	10.455599
1.854392	0.05	10.453776
1.855225	0.05	10.438151
1.856058	0.05	10.420052
1.856892	0.05	10.397005
1.857725	0.05	10.377214
1.858558	0.05	10.363672
1.859392	0.05	10.362370
1.860225	0.05	10.355729
1.861058	0.05	10.354427
1.861892	0.05	10.341146
1.862725	0.05	10.329688
1.863558	0.05	10.322266
1.864392	0.05	10.326172
1.865225	0.05	10.324479
1.866058	0.05	10.311849
1.866892	0.05	10.301432
1.867725	0.05	10.294792
1.868558	0.05	10.278646
1.869392	0.05	10.265495
1.870225	0.05	10.268620
1.871058	0.05	10.286068
1.871892	0.05	10.305599
1.872725	0.05	10.297266
1.873558	0.05	10.281510
1.874392	0.05	10.249219
1.875225	0.05	10.244271
1.876058	0.05	10.257161
1.876892	0.05	10.269792
1.877725	0.05	10.263932
1.878558	0.05	10.244792
1.879392	0.05	10.248438
1.880225	0.05	10.257682
1.881058	0.05	10.264453
1.881892	0.05	10.251563
1.882725	0.05	10.240625
1.883558	0.05	10.226823
1.884392	0.05	10.211589
1.885225	0.05	10.198698
1.886058	0.05	10.181771
1.886892	0.05	10.169661
1.887725	0.05	10.145703
1.888558	0.05	10.134245
1.889392	0.05	10.133203
1.890225	0.05	10.143359
1.891058	0.05	10.140365
1.891892	0.05	10.136328
1.892725	0.05	10.128776
1.893558	0.05	10.123307
1.894392	0.05	10.119661
1.895225	0.05	10.110677
1.896058	0.05	10.103776
1.896892	0.05	10.068880
1.897725	0.05	10.029427
1.898558	0.05	10.000260
1.899392	0.05	10.001172
1.900225	0.05	10.022656
1.901058	0.05	10.040365
1.901892	0.05	10.035938
1.902725	0.05	10.025781
1.903558	0.05	10.011068
1.904392	0.05	10.008984
1.905225	0.05	10.002865
1.906058	0.05	10.011198
1.906892	0.05	10.036719
1.907725	0.05	10.058984
1.908558	0.05	10.077995
1.909392	0.05	10.090885
1.910225	0.05	10.112109
1.911058	0.05	10.131510
1.911892	0.05	10.143490
1.912725	0.05	10.145573
1.913558	0.05	10.142969
1.914392	0.05	10.132813
1.915225	0.05	10.128906
1.916058	0.05	10.119661
1.916892	0.05	10.118620
1.917725	0.05	10.120573
1.918558	0.05	10.123698
1.919392	0.05	10.128516
1.920225	0.05	10.123828
1.921058	0.05	10.117448
1.921892	0.05	10.104427
1.922725	0.05	10.102734
1.923558	0.05	10.106771
1.924392	0.05	10.112109
1.925225	0.05	10.111979
1.926058	0.05	10.120052
1.926892	0.05	10.131901
1.927725	0.05	10.137500
1.928558	0.05	10.145052
1.929392	0.05	10.162109
1.930225	0.05	10.195573
1.931058	0.05	10.222396
1.931892	0.05	10.232161
1.932725	0.05	10.246615
1.933558	0.05	10.261979
1.934392	0.05	10.280990
1.935225	0.05	10.291667
1.936058	0.05	10.298828
1.936892	0.05	10.299870
1.937725	0.05	10.289583
1.938558	0.05	10.289453
1.939392	0.05	10.304297
1.940225	0.05	10.322005
1.941058	0.05	10.328776
1.941892	0.05	10.331510
1.942725	0.05	10.333984
1.943558	0.05	10.330339
1.944392	0.05	10.330990
1.945225	0.05	10.332292
1.946058	0.05	10.342057
1.946892	0.05	10.339844
1.947725	0.05	10.349089
1.948558	0.05	10.367708
1.949392	0.05	10.411068
1.950225	0.05	10.451693
1.951058	0.05	10.484635
1.951892	0.05	10.504167
1.952725	0.05	10.542188
1.953558	0.05	10.629036
1.954392	0.05	10.778385
1.955225	0.05	10.994141
1.956058	0.05	11.282292
1.956892	0.05	11.653776
1.957725	0.05	12.123307
1.958558	0.05	12.730078
1.959392	0.05	13.479948
1.960225	0.05	14.350000
1.961058	0.05	15.258984
1.961892	0.05	16.118099
1.962725	0.05	16.839974
1.963558	0.05	17.337500
1.964392	0.05	17.556510
1.965225	0.05	17.503646
1.966058	0.05	17.222135
1.966892	0.05	16.732943
1.967725	0.05	16.081510
1.968558	0.05	15.346484
1.969392	0.05	14.626953
1.970225	0.05	13.984245
1.971058	0.05	13.430208
1.971892	0.05	12.977734
1.972725	0.05	12.624609
1.973558	0.05	12.359375
1.974392	0.05	12.161849
1.975225	0.05	12.004036
1.976058	0.05	11.883203
1.976892	0.05	11.810938
1.977725	0.05	11.771354
1.978558	0.05	11.740885
1.979392	0.05	11.703255
1.980225	0.05	11.673177
1.981058	0.05	11.657813
1.981892	0.05	11.656641
1.982725	0.05	11.662630
1.983558	0.05	11.666406
1.984392	0.05	11.674089
1.985225	0.05	11.680729
1.986058	0.05	11.685938
1.986892	0.05	11.692839
1.987725	0.05	11.708594
1.988558	0.05	11.728255
1.989392	0.05	11.741406
1.990225	0.05	11.748047
1.991058	0.05	11.765104
1.991892	0.05	11.791406
1.992725	0.05	11.825911
1.993558	0.05	11.857682
1.994392	0.05	11.889714
1.995225	0.05	11.918880
1.996058	0.05	11.950651
1.996892	0.05	11.973698
1.997725	0.05	12.006120
1.998558	0.05	12.041667
1.999392	0.05	12.089193
2.000225	0.05	12.124870
2.001058	0.05	12.152995
2.001892	0.05	12.185677
2.002725	0.05	12.229818
2.003558	0.05	12.279557
2.004392	0.05	12.319922
2.005225	0.05	12.362109
2.006058	0.05	12.419141
2.006892	0.05	12.489193
2.007725	0.05	12.562370
2.008558	0.05	12.636068
2.009392	0.05	12.711849
2.010225	0.05	12.774479
2.011058	0.05	12.819271
2.011892	0.05	12.863672
2.012725	0.05	12.914714
2.013558	0.05	12.966016
2.014392	0.05	13.009505
2.015225	0.05	13.053646
2.016058	0.05	13.094792
2.016892	0.05	13.143099
2.017725	0.05	13.202474
2.018558	0.05	13.282422
2.019392	0.05	13.343880
2.020225	0.05	13.373698
2.021058	0.05	13.376823
2.021892	0.05	13.380990
2.022725	0.05	13.393099
2.023558	0.05	13.424089
2.024392	0.05	13.471745
2.025225	0.05	13.506380
2.026058	0.05	13.517318
2.026892	0.05	13.522266
2.027725	0.05	13.543490
2.028558	0.05	13.588281
2.029392	0.05	13.621094
2.030225	0.05	13.640495
2.031058	0.05	13.646094
2.031892	0.05	13.659505
2.032725	0.05	13.671224
2.033558	0.05	13.669401
2.034392	0.05	13.667448
2.035225	0.05	13.678646
2.036058	0.05	13.700130
2.036892	0.05	13.701823
2.037725	0.05	13.705208
2.038558	0.05	13.702344
2.039392	0.05	13.705599
2.040225	0.05	13.705208
2.041058	0.05	13.702083
2.041892	0.05	13.693880
2.042725	0.05	13.687891
2.043558	0.05	13.687630
2.044392	0.05	13.679948
2.045225	0.05	13.674609
2.046058	0.05	13.678906
2.046892	0.05	13.708594
2.047725	0.05	13.733464
2.048558	0.05	13.745052
2.049392	0.05	13.736979
2.050225	0.05	13.742188
2.051058	0.05	13.747005
2.051892	0.05	13.765104
2.052725	0.05	13.776042
2.053558	0.05	13.805339
2.054392	0.05	13.841276
2.055225	0.05	13.869271
2.056058	0.05	13.872526
2.056892	0.05	13.873958
2.057725	0.05	13.882031
2.058558	0.05	13.912370
2.059392	0.05	13.943880
2.060225	0.05	13.968620
2.061058	0.05	13.972135
2.061892	0.05	13.976953
2.062725	0.05	13.985938
2.063558	0.05	14.005859
2.064392	0.05	14.002344
2.065225	0.05	13.987500
2.066058	0.05	13.969271
2.066892	0.05	13.953385
2.067725	0.05	13.957292
2.068558	0.05	13.956510
2.069392	0.05	13.955729
2.070225	0.05	13.952604
2.071058	0.05	13.959766
2.071892	0.05	13.974089
2.072725	0.05	13.980990
2.073558	0.05	14.002734
2.074392	0.05	14.040495
2.075225	0.05	14.090495
2.076058	0.05	14.123958
2.076892	0.05	14.147396
2.077725	0.05	14.159896
2.078558	0.05	14.180339
2.079392	0.05	14.203255
2.080225	0.05	14.229948
2.081058	0.05	14.274870
2.081892	0.05	14.331510
2.082725	0.05	14.386849
2.083558	0.05	14.426432
2.084392	0.05	14.450911
2.085225	0.05	14.481641
2.086058	0.05	14.523828
2.086892	0.05	14.557161
2.087725	0.05	14.574740
2.088558	0.05	14.573177
2.089392	0.05	14.566276
2.090225	0.05	14.559245
2.091058	0.05	14.558854
2.091892	0.05	14.568099
2.092725	0.05	14.575911
2.093558	0.05	14.573438
2.094392	0.05	14.567448
2.095225	0.05	14.569922
2.096058	0.05	14.581901
2.096892	0.05	14.588932
2.097725	0.05	14.587109
2.098558	0.05	14.581641
2.099392	0.05	14.591927
2.100225	0.05	14.603125
2.101058	0.05	14.618229
2.101892	0.05	14.638281
2.102725	0.05	14.665495
2.103558	0.05	14.691667
2.104392	0.05	14.712370
2.105225	0.05	14.757813
2.106058	0.05	14.814193
2.106892	0.05	14.884505
2.107725	0.05	14.933203
2.108558	0.05	14.977083
2.109392	0.05	15.019661
2.110225	0.05	15.076042
2.111058	0.05	15.132161
2.111892	0.05	15.198568
2.112725	0.05	15.270703
2.113558	0.05	15.334245
2.114392	0.05	15.375651
2.115225	0.05	15.397526
2.116058	0.05	15.425391
2.116892	0.05	15.452344
2.117725	0.05	15.471875
2.118558	0.05	15.464974
2.119392	0.05	15.440755
2.120225	0.05	15.397656
2.121058	0.05	15.356510
2.121892	0.05	15.325651
2.122725	0.05	15.309505
2.123558	0.05	15.295182
2.124392	0.05	15.267969
2.125225	0.05	15.230859
2.126058	0.05	15.203906
2.126892	0.05	15.201563
2.127725	0.05	15.216406
2.128558	0.05	15.230078
2.129392	0.05	15.244792
2.130225	0.05	15.255599
2.131058	0.05	15.274089
2.131892	0.05	15.283854
2.132725	0.05	15.312370
2.133558	0.05	15.353385
2.134392	0.05	15.395964
2.135225	0.05	15.412500
2.136058	0.05	15.407292
2.136892	0.05	15.407031
2.137725	0.05	15.414063
2.138558	0.05	15.421484
2.139392	0.05	15.420703
2.140225	0.05	15.432031
2.141058	0.05	15.453646
2.141892	0.05	15.496224
2.142725	0.05	15.550391
2.143558	0.05	15.630469
2.144392	0.05	15.725391
2.145225	0.05	15.850260
2.146058	0.05	15.984505
2.146892	0.05	16.129818
2.147725	0.05	16.261979
2.148558	0.05	16.389063
2.149392	0.05	16.511068
2.150225	0.05	16.628776
2.151058	0.05	16.730339
2.151892	0.05	16.818490
2.152725	0.05	16.885938
2.153558	0.05	16.941797
2.154392	0.05	16.972526
2.155225	0.05	16.994401
2.156058	0.05	17.015234
2.156892	0.05	17.022526
2.157725	0.05	17.031641
2.158558	0.05	17.038802
2.159392	0.05	17.070833
2.160225	0.05	17.113021
2.161058	0.05	17.166276
2.161892	0.05	17.213021
2.162725	0.05	17.248698
2.163558	0.05	17.278516
2.164392	0.05	17.308594
2.165225	0.05	17.345443
2.166058	0.05	17.380729
2.166892	0.05	17.409505
2.167725	0.05	17.436328
2.168558	0.05	17.469531
2.169392	0.05	17.514583
2.170225	0.05	17.566406
2.171058	0.05	17.605078
2.171892	0.05	17.645573
2.172725	0.05	17.695573
2.173558	0.05	17.742448
2.174392	0.05	17.781250
2.175225	0.05	17.796875
2.176058	0.05	17.825781
2.176892	0.05	17.874609
2.177725	0.05	17.935677
2.178558	0.05	18.002865
2.179392	0.05	18.049609
2.180225	0.05	18.100521
2.181058	0.05	18.138672
2.181892	0.05	18.171484
2.182725	0.05	18.213542
2.183558	0.05	18.270703
2.184392	0.05	18.329948
2.185225	0.05	18.385677
2.186058	0.05	18.430339
2.186892	0.05	18.489714
2.187725	0.05	18.547396
2.188558	0.05	18.603646
2.189392	0.05	18.660156
2.190225	0.05	18.710417
2.191058	0.05	18.758073
2.191892	0.05	18.809505
2.192725	0.05	18.846354
2.193558	0.05	18.894661
2.194392	0.05	18.939844
2.195225	0.05	19.006120
2.196058	0.05	19.075391
2.196892	0.05	19.141276
2.197725	0.05	19.204427
2.198558	0.05	19.267578
2.199392	0.05	19.347656
2.200225	0.05	19.441797
2.201058	0.05	19.556510
2.201892	0.05	19.692969
2.202725	0.05	19.826302
2.203558	0.05	19.955339
2.204392	0.05	20.075000
2.205225	0.05	20.202995
2.206058	0.05	20.324609
2.206892	0.05	20.421354
2.207725	0.05	20.497266
2.208558	0.05	20.563672
2.209392	0.05	20.629688
2.210225	0.05	20.691536
2.211058	0.05	20.733724
2.211892	0.05	20.767318
2.212725	0.05	20.782422
2.213558	0.05	20.767188
2.214392	0.05	20.734375
2.215225	0.05	20.712760
2.216058	0.05	20.709896
2.216892	0.05	20.701693
2.217725	0.05	20.676172
2.218558	0.05	20.639974
2.219392	0.05	20.608203
2.220225	0.05	20.602344
2.221058	0.05	20.634505
2.221892	0.05	20.677474
2.222725	0.05	20.713672
2.223558	0.05	20.762760
2.224392	0.05	20.845833
2.225225	0.05	20.948047
2.226058	0.05	21.035938
2.226892	0.05	21.112240
2.227725	0.05	21.169141
2.228558	0.05	21.231641
2.229392	0.05	21.273958
2.230225	0.05	21.305859
2.231058	0.05	21.344010
2.231892	0.05	21.422656
2.232725	0.05	21.569401
2.233558	0.05	21.790755
2.234392	0.05	22.076302
2.235225	0.05	22.399870
2.236058	0.05	22.717839
2.236892	0.05	22.998568
2.237725	0.05	23.195182
2.238558	0.05	23.294531
2.239392	0.05	23.271615
2.240225	0.05	23.162240
2.241058	0.05	22.979557
2.241892	0.05	22.803516
2.242725	0.05	22.658854
2.243558	0.05	22.544401
2.244392	0.05	22.436068
2.245225	0.05	22.342057
2.246058	0.05	22.281250
2.246892	0.05	22.243750
2.247725	0.05	22.232813
2.248558	0.05	22.255469
2.249392	0.05	22.313411
2.250225	0.05	22.386589
2.251058	0.05	22.458203
2.251892	0.05	22.526953
2.252725	0.05	22.602734
2.253558	0.05	22.702214
2.254392	0.05	22.809375
2.255225	0.05	22.913151
2.256058	0.05	23.029167
2.256892	0.05	23.150781
2.257725	0.05	23.278776
2.258558	0.05	23.400391
2.259392	0.05	23.540495
2.260225	0.05	23.699870
2.261058	0.05	23.848307
2.261892	0.05	23.977604
2.262725	0.05	24.101823
2.263558	0.05	24.230469
2.264392	0.05	24.356771
2.265225	0.05	24.449870
2.266058	0.05	24.520703
2.266892	0.05	24.561328
2.267725	0.05	24.626693
2.268558	0.05	24.697526
2.269392	0.05	24.786719
2.270225	0.05	24.873698
2.271058	0.05	24.964714
2.271892	0.05	25.073958
2.272725	0.05	25.185938
2.273558	0.05	25.321745
2.274392	0.05	25.477604
2.275225	0.05	25.622917
2.276058	0.05	25.763542
2.276892	0.05	25.891536
2.277725	0.05	26.062240
2.278558	0.05	26.263411
2.279392	0.05	26.512370
2.280225	0.05	26.784896
2.281058	0.05	27.095703
2.281892	0.05	27.488802
2.282725	0.05	27.976302
2.283558	0.05	28.575260
2.284392	0.05	29.242578
2.285225	0.05	29.987109
2.286058	0.05	30.826953
2.286892	0.05	31.767969
2.287725	0.05	32.795313
2.288558	0.05	33.846224
2.289392	0.05	34.930339
2.290225	0.05	36.008333
2.291058	0.05	37.009115
2.291892	0.05	37.818229
2.292725	0.05	38.370443
2.293558	0.05	38.641536
2.294392	0.05	38.662109
2.295225	0.05	38.449349
2.296058	0.05	38.005859
2.296892	0.05	37.373177
2.297725	0.05	36.613802
2.298558	0.05	35.846354
2.299392	0.05	35.079948
2.300225	0.05	34.323047
2.301058	0.05	33.558333
2.301892	0.05	32.866016
2.302725	0.05	32.292057
2.303558	0.05	31.877604
2.304392	0.05	31.560547
2.305225	0.05	31.327604
2.306058	0.05	31.141146
2.306892	0.05	31.029427
2.307725	0.05	30.959766
2.308558	0.05	30.938281
2.309392	0.05	30.945313
2.310225	0.05	30.987760
2.311058	0.05	31.055339
2.311892	0.05	31.119401
2.312725	0.05	31.193099
2.313558	0.05	31.300000
2.314392	0.05	31.439323
2.315225	0.05	31.583073
2.316058	0.05	31.704427
2.316892	0.05	31.821224
2.317725	0.05	31.951953
2.318558	0.05	32.073047
2.319392	0.05	32.183984
2.320225	0.05	32.297526
2.321058	0.05	32.433854
2.321892	0.05	32.578646
2.322725	0.05	32.713151
2.323558	0.05	32.851432
2.324392	0.05	33.008203
2.325225	0.05	33.163802
2.326058	0.05	33.318490
2.326892	0.05	33.487760
2.327725	0.05	33.667578
2.328558	0.05	33.847917
2.329392	0.05	34.023047
2.330225	0.05	34.198047
2.331058	0.05	34.378385
2.331892	0.05	34.572786
2.332725	0.05	34.769401
2.333558	0.05	34.974349
2.334392	0.05	35.134245
2.335225	0.05	35.298177
2.336058	0.05	35.451823
2.336892	0.05	35.601823
2.337725	0.05	35.736979
2.338558	0.05	35.862630
2.339392	0.05	36.006901
2.340225	0.05	36.170182
2.341058	0.05	36.337500
2.341892	0.05	36.524479
2.342725	0.05	36.745833
2.343558	0.05	37.012240
2.344392	0.05	37.298177
2.345225	0.05	37.583464
2.346058	0.05	37.890885
2.346892	0.05	38.232552
2.347725	0.05	38.597526
2.348558	0.05	38.909505
2.349392	0.05	39.149089
2.350225	0.05	39.328646
2.351058	0.05	39.480729
2.351892	0.05	39.602734
2.352725	0.05	39.675000
2.353558	0.05	39.697917
2.354392	0.05	39.698177
2.355225	0.05	39.734766
2.356058	0.05	39.818359
2.356892	0.05	39.951042
2.357725	0.05	40.071224
2.358558	0.05	40.168229
2.359392	0.05	40.248307
2.360225	0.05	40.329036
2.361058	0.05	40.438021
2.361892	0.05	40.574089
2.362725	0.05	40.740495
2.363558	0.05	40.923438
2.364392	0.05	41.107813
2.365225	0.05	41.275521
2.366058	0.05	41.451953
2.366892	0.05	41.651693
2.367725	0.05	41.904297
2.368558	0.05	42.165625
2.369392	0.05	42.391406
2.370225	0.05	42.576042
2.371058	0.05	42.748177
2.371892	0.05	42.969010
2.372725	0.05	43.224219
2.373558	0.05	43.526953
2.374392	0.05	43.815104
2.375225	0.05	44.034245
2.376058	0.05	44.178255
2.376892	0.05	44.315104
2.377725	0.05	44.510677
2.378558	0.05	44.736979
2.379392	0.05	44.931901
2.380225	0.05	45.126563
2.381058	0.05	45.360938
2.381892	0.05	45.653776
2.382725	0.05	45.953385
2.383558	0.05	46.250651
2.384392	0.05	46.553255
2.385225	0.05	46.881641
2.386058	0.05	47.212370
2.386892	0.05	47.503776
2.387725	0.05	47.808203
2.388558	0.05	48.113542
2.389392	0.05	48.478125
2.390225	0.05	48.822396
2.391058	0.05	49.157943
2.391892	0.05	49.469922
2.392725	0.05	49.780469
2.393558	0.05	50.098438
2.394392	0.05	50.436068
2.395225	0.05	50.799479
2.396058	0.05	51.196354
2.396892	0.05	51.627734
2.397725	0.05	52.089323
2.398558	0.05	52.559896
2.399392	0.05	53.036979
2.400225	0.05	53.553255
2.401058	0.05	54.137240
2.401892	0.05	54.765104
2.402725	0.05	55.382552
2.403558	0.05	56.012370
2.404392	0.05	56.642839
2.405225	0.05	57.278125
2.406058	0.05	57.902083
2.406892	0.05	58.495052
2.407725	0.05	59.058464
2.408558	0.05	59.564063
2.409392	0.05	60.062109
2.410225	0.05	60.617969
2.411058	0.05	61.189714
2.411892	0.05	61.751953
2.412725	0.05	62.264714
2.413558	0.05	62.778906
2.414392	0.05	63.292708
2.415225	0.05	63.942188
2.416058	0.05	64.867969
2.416892	0.05	66.179688
2.417725	0.05	67.891016
2.418558	0.05	70.208984
2.419392	0.05	73.311719
2.420225	0.05	77.363151
2.421058	0.05	82.292969
2.421892	0.05	88.142057
2.422725	0.05	94.807813
2.423558	0.05	102.105729
2.424392	0.05	109.927214
2.425225	0.05	117.961849
2.426058	0.05	126.058464
2.426892	0.05	133.850911
2.427725	0.05	141.577474
2.428558	0.05	150.036589
2.429392	0.05	159.907552
2.430225	0.05	170.966146
2.431058	0.05	182.701172
2.431892	0.05	195.197266
2.432725	0.05	209.129036
2.433558	0.05	224.229688
2.434392	0.05	239.194531
2.435225	0.05	253.045964
2.436058	0.05	265.246615
2.436892	0.05	275.389323
2.437725	0.05	281.784635
2.438558	0.05	282.960417
2.439392	0.05	278.616146
2.440225	0.05	268.994141
2.441058	0.05	254.859115
2.441892	0.05	236.940104
2.442725	0.05	216.955990
2.443558	0.05	196.550130
2.444392	0.05	176.785547
2.445225	0.05	158.218490
2.446058	0.05	140.870313
2.446892	0.05	125.213672
2.447725	0.05	111.597005
2.448558	0.05	100.083073
2.449392	0.05	90.287500
2.450225	0.05	81.968490
2.451058	0.05	75.070833
2.451892	0.05	69.453906
2.452725	0.05	64.812500
2.453558	0.05	60.911458
2.454392	0.05	57.582813
2.455225	0.05	54.777865
2.456058	0.05	52.469401
2.456892	0.05	50.631510
2.457725	0.05	49.136589
2.458558	0.05	47.899870
2.459392	0.05	46.843880
2.460225	0.05	45.913672
2.461058	0.05	45.024479
2.461892	0.05	44.164583
2.462725	0.05	43.362891
2.463558	0.05	42.701042
2.464392	0.05	42.115885
2.465225	0.05	41.598568
2.466058	0.05	41.159245
2.466892	0.05	40.811589
2.467725	0.05	40.557943
2.468558	0.05	40.349089
2.469392	0.05	40.178385
2.470225	0.05	40.027734
2.471058	0.05	39.903776
2.471892	0.05	39.834115
2.472725	0.05	39.794401
2.473558	0.05	39.791406
2.474392	0.05	39.849609
2.475225	0.05	39.945052
2.476058	0.05	40.112500
2.476892	0.05	40.397917
2.477725	0.05	40.891016
2.478558	0.05	41.614583
2.479392	0.05	42.560026
2.480225	0.05	43.790234
2.481058	0.05	45.362240
2.481892	0.05	47.262240
2.482725	0.05	49.445573
2.483558	0.05	51.894010
2.484392	0.05	54.622917
2.485225	0.05	57.491146
2.486058	0.05	60.299609
2.486892	0.05	62.962240
2.487725	0.05	65.647396
2.488558	0.05	68.283594
2.489392	0.05	70.568880
2.490225	0.05	72.137240
2.491058	0.05	72.900000
2.491892	0.05	72.902474
2.492725	0.05	72.122526
2.493558	0.05	70.576953
2.494392	0.05	68.381641
2.495225	0.05	65.676563
2.496058	0.05	62.661719
2.496892	0.05	59.581901
2.497725	0.05	56.629167
2.498558	0.05	53.899219
2.499392	0.05	51.372526
2.500225	0.05	49.106380
2.501058	0.05	47.169010
2.501892	0.05	45.598568
2.502725	0.05	44.362500
2.503558	0.05	43.418490
2.504392	0.05	42.732682
2.505225	0.05	42.237630
2.506058	0.05	41.875651
2.506892	0.05	41.589583
2.507725	0.05	41.356771
2.508558	0.05	41.167578
2.509392	0.05	41.055599
2.510225	0.05	41.011589
2.511058	0.05	40.994141
2.511892	0.05	40.952865
2.512725	0.05	40.905990
2.513558	0.05	40.881250
2.514392	0.05	40.874870
2.515225	0.05	40.871094
2.516058	0.05	40.855859
2.516892	0.05	40.863281
2.517725	0.05	40.890234
2.518558	0.05	40.934635
2.519392	0.05	40.942708
2.520225	0.05	40.951302
2.521058	0.05	40.982422
2.521892	0.05	41.047396
2.522725	0.05	41.115234
2.523558	0.05	41.165104
2.524392	0.05	41.231510
2.525225	0.05	41.322005
2.526058	0.05	41.445964
2.526892	0.05	41.555729
2.527725	0.05	41.676302
2.528558	0.05	41.820313
2.529392	0.05	41.991927
2.530225	0.05	42.152734
2.531058	0.05	42.326693
2.531892	0.05	42.519531
2.532725	0.05	42.749740
2.533558	0.05	42.950000
2.534392	0.05	43.134245
2.535225	0.05	43.320443
2.536058	0.05	43.522786
2.536892	0.05	43.719792
2.537725	0.05	43.895443
2.538558	0.05	44.071224
2.539392	0.05	44.238542
2.540225	0.05	44.388672
2.541058	0.05	44.504688
2.541892	0.05	44.607161
2.542725	0.05	44.697135
2.543558	0.05	44.786589
2.544392	0.05	44.838802
2.545225	0.05	44.851432
2.546058	0.05	44.832292
2.546892	0.05	44.806510
2.547725	0.05	44.789063
2.548558	0.05	44.769271
2.549392	0.05	44.780469
2.550225	0.05	44.806510
2.551058	0.05	44.851693
2.551892	0.05	44.902995
2.552725	0.05	44.985807
2.553558	0.05	45.078776
2.554392	0.05	45.178646
2.555225	0.05	45.262370
2.556058	0.05	45.371875
2.556892	0.05	45.515234
2.557725	0.05	45.706771
2.558558	0.05	46.002734
2.559392	0.05	46.404036
2.560225	0.05	47.014583
2.561058	0.05	47.872396
2.561892	0.05	49.091927
2.562725	0.05	50.762500
2.563558	0.05	53.053906
2.564392	0.05	56.140234
2.565225	0.05	60.061458
2.566058	0.05	64.620703
2.566892	0.05	69.600651
2.567725	0.05	74.722786
2.568558	0.05	79.653255
2.569392	0.05	84.080078
2.570225	0.05	87.655078
2.571058	0.05	90.113932
2.571892	0.05	91.131250
2.572725	0.05	90.741536
2.573558	0.05	89.042969
2.574392	0.05	86.200260
2.575225	0.05	82.308854
2.576058	0.05	77.822396
2.576892	0.05	73.187630
2.577725	0.05	68.725391
2.578558	0.05	64.593620
2.579392	0.05	60.963802
2.580225	0.05	57.980859
2.581058	0.05	55.641406
2.581892	0.05	53.925260
2.582725	0.05	52.794141
2.583558	0.05	52.154818
2.584392	0.05	51.860547
2.585225	0.05	51.834245
2.586058	0.05	51.994141
2.586892	0.05	52.244531
2.587725	0.05	52.477995
2.588558	0.05	52.639844
2.589392	0.05	52.720964
2.590225	0.05	52.711849
2.591058	0.05	52.631120
2.591892	0.05	52.491667
2.592725	0.05	52.311719
2.593558	0.05	52.078125
2.594392	0.05	51.850521
2.595225	0.05	51.652474
2.596058	0.05	51.496354
2.596892	0.05	51.374219
2.597725	0.05	51.289323
2.598558	0.05	51.296615
2.599392	0.05	51.411198
2.600225	0.05	51.608984
2.601058	0.05	51.865495
2.601892	0.05	52.142057
2.602725	0.05	52.454036
2.603558	0.05	52.727995
2.604392	0.05	52.969010
2.605225	0.05	53.174349
2.606058	0.05	53.380208
2.606892	0.05	53.568229
2.607725	0.05	53.732943
2.608558	0.05	53.866276
2.609392	0.05	54.003255
2.610225	0.05	54.116146
2.611058	0.05	54.227995
2.611892	0.05	54.323438
2.612725	0.05	54.411458
2.613558	0.05	54.501823
2.614392	0.05	54.578646
2.615225	0.05	54.633464
2.616058	0.05	54.650000
2.616892	0.05	54.677474
2.617725	0.05	54.732031
2.618558	0.05	54.807813
2.619392	0.05	54.865885
2.620225	0.05	54.944792
2.621058	0.05	55.074089
2.621892	0.05	55.228385
2.622725	0.05	55.356641
2.623558	0.05	55.456901
2.624392	0.05	55.547656
2.625225	0.05	55.625911
2.626058	0.05	55.711198
2.626892	0.05	55.788411
2.627725	0.05	55.882552
2.628558	0.05	55.909635
2.629392	0.05	55.891406
2.630225	0.05	55.832552
2.631058	0.05	55.816276
2.631892	0.05	55.869010
2.632725	0.05	55.978906
2.633558	0.05	56.117318
2.634392	0.05	56.241016
2.635225	0.05	56.368620
2.636058	0.05	56.488542
2.636892	0.05	56.584766
2.637725	0.05	56.690885
2.638558	0.05	56.786979
2.639392	0.05	56.888802
2.640225	0.05	56.922917
2.641058	0.05	56.920964
